EXT XWORLD YWORLD FLUX TEXP G BpRp VFLUX GFLUX FRAT FRATMOD TEXPRATIO
1-1.H -0.342843 -0.288898 25230.5 560.52 20.428558 0.650974 4079.716187592955 4492.473675361258 1.0580811565916153 0.8582729608600586 0.15970884178976663
1-1.H -0.295029 -0.2853 41298.5 560.52 20.208727 1.934753 6677.876339085933 5500.699760920456 1.0385423934103417 1.1689507189520234 0.15970884178976663
1-1.H -0.297644 -0.276335 240744.0 560.52 18.217382 1.78281 38927.773681293605 34431.49983295926 0.9910639930411407 1.1407800771177574 0.15970884178976663
1-1.H -0.297906 -0.276548 28424.9 560.52 18.217382 1.78281 4596.2436202497365 34431.49983295926 0.11701597919696907 1.1407800771177574 0.15970884178976663
1-2.E -0.220849 -0.375733 44544.1 560.52 19.791506 0.822782 7246.923210255067 8078.046354089228 0.9894504144646812 0.9066784296764727 0.15970884178976663
1-2.E -0.188888 -0.37212 54083.1 560.52 19.886429 1.906654 8798.832453064397 7401.796503760055 1.0212779650608712 1.1639757844825038 0.15970884178976663
1-2.E -0.218141 -0.340319 40925.5 560.52 20.263186 1.889847 6658.209635873073 5231.597709287563 1.0962516893955794 1.1609482155762 0.15970884178976663
1-2.F -0.124585 -0.369014 177484.0 560.52 18.593533 2.089874 29209.606035433855 24349.80799011054 1.004343027433909 1.1943953107457976 0.15970884178976663
1-2.F -0.15997 -0.332247 144189.0 560.52 18.510742 0.746962 23730.04825586065 26279.187945785638 1.0198237013258553 0.8854449786595672 0.15970884178976663
1-2.F -0.147725 -0.334359 58342.4 560.52 19.872711 2.159136 9601.758576331928 7495.9096101085115 1.0633601117778833 1.2046089229342123 0.15970884178976663
1-2.F -0.123088 -0.335132 60539.7 560.52 19.851648 2.264063 9963.381411864477 7642.748015295986 1.0697214441880707 1.2186711024019952 0.15970884178976663
1-2.G -0.148482 -0.320509 106436.0 560.52 19.239525 2.359875 17024.92618467428 13430.702861172356 1.0305962128350907 1.2299797302952375 0.15970884178976663
1-2.G -0.163344 -0.303571 60160.3 560.52 19.823824 2.159061 9622.91580619208 7841.1387882959525 1.0187915029351593 1.2045982584364507 0.15970884178976663
1-2.G -0.151135 -0.293185 233870.0 560.52 18.218964 1.555788 37408.57874036768 34381.36705867884 0.9952210703598706 1.0932727045969528 0.15970884178976663
1-2.H -0.226022 -0.288966 75140.8 560.52 19.348404 1.23477 11875.504143276847 12149.184878997601 0.9614037054259332 1.016714747172985 0.15970884178976663
1-2.H -0.204296 -0.289784 217742.0 560.52 18.489527 2.760138 34412.6762446685 26797.725919161076 1.0187489468274453 1.2605304318663386 0.15970884178976663
1-2.H -0.221624 -0.276993 151455.0 560.52 18.850004 2.27331 23936.456359527645 19226.80585320979 1.020597377302118 1.2198270714950006 0.15970884178976663
1-2.H -0.225333 -0.280273 24596.0 560.52 20.41765 0.736624 3887.234364127575 4537.835422851222 0.9706463972247813 0.8825329671584192 0.15970884178976663
1-3.E -0.104364 -0.383386 89227.8 560.52 19.084148 0.839952 14641.402323074997 15497.06808027126 1.0365691752923143 0.9114541855235029 0.15970884178976663
1-3.E -0.094194 -0.352192 217699.0 560.52 18.253334 1.321917 35722.25970304214 33310.03898258621 1.0327113219921003 1.038448215049049 0.15970884178976663
1-3.E -0.086782 -0.344568 30202.5 560.52 20.549206 1.232235 4955.932497076837 4020.0026645445014 1.2133165103923913 1.016073053836415 0.15970884178976663
1-3.F -0.032485 -0.378522 47455.4 560.52 19.956545 1.477451 7691.298645439502 6938.90179340886 1.030600009993525 1.0755207450061386 0.15970884178976663
1-3.F -0.009312 -0.37207 108334.0 560.52 18.869812 0.91548 17558.152443242354 18879.215374848045 0.9975599625067852 0.9323003862804995 0.15970884178976663
1-3.F -0.014858 -0.368282 241750.0 560.52 18.315718 2.659084 39181.451374026976 31450.06453479664 0.9923536774870629 1.2554299781365748 0.15970884178976663
1-3.F -0.043476 -0.364911 180777.0 560.52 18.507671 1.659531 29299.297766463184 26353.623732394466 0.9964452078738839 1.1157411421224703 0.15970884178976663
1-3.G -0.017687 -0.319765 49540.1 560.52 20.02782 2.218861 7868.3057959629905 6498.015469963854 0.9983949942157424 1.2128248709762626 0.15970884178976663
1-3.G -0.01198 -0.312172 164966.0 560.52 18.693039 2.112225 26201.055991748723 22217.395234630574 0.9845822235411715 1.1977706414176827 0.15970884178976663
1-3.G -0.033476 -0.304892 63682.2 560.52 19.744312 2.297741 10114.45320779882 8436.920191465035 0.9803871625855055 1.2228152682804498 0.15970884178976663
1-3.G -0.035893 -0.294953 116353.0 560.52 19.079102 2.202663 18479.998713722456 15569.258914086618 0.980426062999775 1.2106515098204196 0.15970884178976663
1-3.G -0.018886 -0.290902 40261.8 560.52 20.291037 2.102049 6394.661179446605 5099.10483513576 1.0483447077718515 1.1962432226530582 0.15970884178976663
1-3.G -0.039852 -0.276016 137091.0 560.52 19.013985 2.553408 21773.753179229803 16531.594382830357 1.055209973142836 1.2481870355505964 0.15970884178976663
1-3.H -0.077271 -0.325175 30055.2 560.52 20.572268 1.899748 4791.264940223279 3935.5147183508693 1.0470498687623233 1.1627364277984529 0.15970884178976663
1-3.H -0.093757 -0.326198 206301.0 560.52 18.234892 1.101461 32887.57847004853 33880.66616974008 0.9881787744754008 0.9823006583782159 0.15970884178976663
1-3.H -0.107609 -0.325368 76767.3 560.52 19.503277 1.886149 12237.898035800876 10534.112228607626 1.001260870022436 1.1602768988035015 0.15970884178976663
1-3.H -0.107136 -0.320043 35489.3 560.52 20.481508 1.803984 5657.544745769984 4278.637970273673 1.15493904103823 1.14488903041206 0.15970884178976663
1-3.H -0.071084 -0.311952 24746.0 560.52 20.61695 1.406689 3944.896131476924 3776.841338763373 0.9863579133306131 1.0589423046259114 0.15970884178976663
1-3.H -0.08943 -0.306251 122373.0 560.52 19.05544 2.533829 19508.15381464583 15912.292043724623 0.9834328196450293 1.2466333257686677 0.15970884178976663
1-3.H -0.110422 -0.301322 28521.8 560.52 20.50243 1.399858 4546.81720208351 4196.978466193524 1.0246275225764803 1.0573158341268236 0.15970884178976663
1-3.H -0.09686 -0.293549 38546.9 560.52 20.288202 1.892683 6144.973599386885 5112.43666637693 1.0348732326005798 1.161461789102836 0.15970884178976663
1-3.H -0.085844 -0.290999 28849.2 560.52 20.680439 2.087751 4599.00983901253 3562.321737153979 1.081187748069836 1.1940708107768185 0.15970884178976663
2-1.E -0.342171 -0.21988 153220.0 560.52 18.47055 0.80051 23787.405161415394 27270.226238865565 0.9687050437944484 0.9004648566843829 0.15970884178976663
2-1.E -0.330494 -0.206384 28107.0 560.52 20.539112 1.357323 4363.611779610381 4057.550567385973 1.027066862079385 1.0470886388459089 0.15970884178976663
2-1.E -0.34529 -0.207218 27746.8 560.52 20.593485 1.250311 4307.690729230914 3859.355109030677 1.0935996214057055 1.0206372705848263 0.15970884178976663
2-1.F -0.261053 -0.246879 45708.1 560.52 20.367893 2.084782 7135.975408375715 4750.633653275935 1.2584536336904484 1.1936158707286153 0.15970884178976663
2-1.F -0.28176 -0.236949 195958.0 560.52 18.309921 1.007635 30593.078011872916 31618.432877564675 1.010692069248208 0.9573350846553761 0.15970884178976663
2-1.F -0.239861 -0.227531 106813.0 560.52 18.898422 0.938478 16675.708272600157 18388.23057905844 0.9662013979598906 0.9385916503688099 0.15970884178976663
2-1.F -0.248683 -0.214727 94038.8 560.52 19.241024 1.526377 14681.392668545886 13412.172824095038 1.0073135285969759 1.0866844356304486 0.15970884178976663
2-1.F -0.270953 -0.208899 38261.3 560.52 20.202711 0.819904 5973.376620172044 5531.263409964443 1.1921378496526673 0.9058766806494358 0.15970884178976663
2-1.F -0.260143 -0.201543 109012.0 560.52 18.863924 0.889893 17019.017443688394 18981.876390015226 0.9690079057226793 0.9252690218889764 0.15970884178976663
2-1.G -0.282741 -0.191417 44151.2 560.52 20.222946 2.119625 6890.8548534736965 5429.131250405917 1.0586931402666657 1.1988715718254455 0.15970884178976663
2-1.G -0.250573 -0.187397 84002.8 560.52 19.50419 2.893768 13110.653891295828 10525.257774093163 0.9850849515432121 1.2644973598965876 0.15970884178976663
2-1.G -0.253446 -0.169762 45807.2 560.52 20.205065 2.570593 7149.313414902434 5519.283990710839 1.0366843761134852 1.2494964944348987 0.15970884178976663
2-1.G -0.27365 -0.145147 37458.5 560.52 20.377218 2.420843 5846.29832323571 4710.006873844694 1.0039282189524947 1.2363936614138018 0.15970884178976663
2-1.H -0.297349 -0.191349 61179.9 560.52 19.69843 1.722534 9620.200958918784 8801.095650596531 0.9683701475084239 1.1287714350906402 0.15970884178976663
2-1.H -0.317377 -0.188241 43655.1 560.52 20.183235 2.332134 6864.523068551851 5631.3787921329285 0.9935759951349566 1.2268586732978641 0.15970884178976663
2-1.H -0.340154 -0.186387 25461.0 560.52 20.744345 1.869984 4003.601454318022 3358.696339427992 1.029974325155884 1.1573206399092273 0.15970884178976663
2-1.H -0.3311 -0.17701 104622.0 560.52 19.21149 2.292152 16451.23095533012 13782.015720055293 0.9767077936868835 1.2221401313105933 0.15970884178976663
2-1.H -0.342217 -0.177247 149594.0 560.52 18.796608 2.079855 23522.82926661365 20196.00832036048 0.9764168519302071 1.1928580044855328 0.15970884178976663
2-1.H -0.294825 -0.166972 75280.9 560.52 19.209057 0.712152 11837.505232409158 13812.934134955804 0.9787146465252419 0.8756250056304271 0.15970884178976663
2-1.H -0.340862 -0.144864 27431.9 560.52 20.427238 1.439197 4313.5145805234115 4497.938788774124 0.899099750143265 1.0666203184305787 0.15970884178976663
2-1.H -0.307906 -0.144591 205654.0 560.52 18.531446 2.680231 32337.954262845862 25782.81550600557 0.9980890470681044 1.256645880266342 0.15970884178976663
2-2.E -0.228327 -0.248749 30401.2 560.52 20.571882 1.921316 4790.821114074224 3936.9141178944624 1.0431277754128694 1.1665853128663652 0.15970884178976663
2-2.E -0.209943 -0.236316 46724.9 560.52 20.130243 1.895081 7363.217158303182 5913.049858274136 1.0717391961376885 1.161895190073822 0.15970884178976663
2-2.E -0.22189 -0.231377 25875.3 560.52 20.780025 1.593403 4077.600014900884 3250.1150964952703 1.1389313925489482 1.1015604063502324 0.15970884178976663
2-2.E -0.2094 -0.22221 111273.0 560.52 19.153141 2.30109 17535.131436468993 14542.944306196698 0.9857187828970495 1.2232174063889425 0.15970884178976663
2-2.E -0.207157 -0.222007 216337.0 560.52 18.160343 0.954721 34091.807802174764 36288.71090882205 0.9962273932931108 0.9430180620667645 0.15970884178976663
2-2.E -0.214586 -0.218256 72925.2 560.52 19.257843 0.735966 11492.032811470785 13206.00754139375 0.9862469194378466 0.882347494191703 0.15970884178976663
2-2.E -0.177294 -0.212396 125836.0 560.52 18.737535 0.98591 19830.06479055577 21325.279941058456 0.9773077867820892 0.9514764272952723 0.15970884178976663
2-2.E -0.202322 -0.202469 40939.7 560.52 20.10893 1.34654 6451.5472798397595 6030.269766977514 1.024310207433593 1.0444692122180106 0.15970884178976663
2-2.E -0.212088 -0.208124 33947.9 560.52 20.41091 1.510055 5349.733434814427 4566.0928759114095 1.0818416716232275 1.082988127536626 0.15970884178976663
2-2.F -0.166879 -0.237081 38270.8 560.52 20.358173 2.032774 6014.904503672048 4793.35440993432 1.058550323529928 1.1854348383709856 0.15970884178976663
2-2.F -0.151678 -0.220859 57073.0 560.52 19.7138 1.371542 8969.988731306239 8677.38248642912 0.9840025010158475 1.050526359918835 0.15970884178976663
2-2.F -0.155766 -0.220559 61257.6 560.52 19.871325 2.848043 9627.669505841028 7505.484647546925 1.015238078317626 1.2634979286187782 0.15970884178976663
2-2.F -0.133899 -0.213759 61568.0 560.52 19.482021 0.799393 9676.45412382497 10742.37579348865 1.0006903640264921 0.9001526889885539 0.15970884178976663
2-2.F -0.150631 -0.209564 58330.6 560.52 19.83054 2.292234 9167.641874272102 7792.785835467218 0.9625878167600053 1.2221500730643413 0.15970884178976663
2-2.G -0.122324 -0.188212 99060.2 560.52 18.889385 0.676825 15523.390158394419 18541.921621709906 0.9671752815344058 0.8656187269894082 0.15970884178976663
2-2.G -0.165266 -0.146128 24747.0 560.52 20.605524 0.97904 3878.0189849181274 3816.7976920812494 1.0699459362305657 0.9496180398963 0.15970884178976663
2-2.H -0.188997 -0.176234 72882.9 560.52 19.587576 1.729494 11369.17667854836 9747.165518019496 1.0320543617465934 1.130181257781696 0.15970884178976663
2-2.H -0.1814 -0.150334 79567.1 560.52 19.348034 1.365253 12411.860912501084 12153.32581527221 0.9735603606800913 1.0490081838579957 0.15970884178976663
2-3.E -0.107121 -0.250212 36030.8 560.52 20.40439 1.720902 5616.390606164983 4593.595407315848 1.0834929619660796 1.1284399907866702 0.15970884178976663
2-3.E -0.067981 -0.235316 89003.1 560.52 19.42324 2.353178 13873.57968070547 11339.9918111664 0.9952676396499076 1.2292378046331291 0.15970884178976663
2-3.E -0.103888 -0.209014 28319.5 560.52 20.397518 0.750269 4414.372530481955 4622.76206716006 1.0773321051901688 0.886375691921938 0.15970884178976663
2-3.F -0.052926 -0.246214 85821.4 560.52 19.38047 1.995228 13465.46597508873 11795.619125080217 0.9680162025132498 1.1792829494567951 0.15970884178976663
2-3.F -0.030516 -0.243336 57805.9 560.52 19.87843 2.29139 9069.805195550081 7456.5295096589325 0.9953436782144308 1.2220476939922444 0.15970884178976663
2-3.F -0.040449 -0.237883 91575.3 560.52 19.026932 0.703638 14368.258806178215 16335.631986269871 1.007270258873594 0.8732170162567269 0.15970884178976663
2-3.F -0.015815 -0.230953 26754.4 560.52 20.807833 1.841997 4197.792891795216 3167.929739488314 1.1501327561456747 1.1521194128133319 0.15970884178976663
2-3.F -0.033208 -0.211749 95245.4 560.52 19.35031 2.517721 14944.101272919297 12127.875805219779 0.9894845864521323 1.2453058481943378 0.15970884178976663
2-3.F -0.010329 -0.21098 42268.7 560.52 20.290087 2.529877 6632.002526889948 5103.568414284217 1.0426632219047764 1.2463117435045565 0.15970884178976663
2-3.G -0.040209 -0.194179 33956.7 560.52 20.47816 2.142868 5334.304374722843 4291.852035382809 1.0337821960041131 1.2022755176527031 0.15970884178976663
2-3.G -0.032689 -0.19087 77733.3 560.52 19.540178 2.657326 12211.230250632223 10182.104289241637 0.9553567408721839 1.2553253730036982 0.15970884178976663
2-3.G -0.007221 -0.176832 32317.7 560.52 20.465595 1.718752 5076.831626482563 4341.809263953708 1.0366014794571188 1.1280028448546535 0.15970884178976663
2-3.G -0.009754 -0.170492 50148.3 560.52 19.887789 1.520391 7877.864930187962 7392.5307712666945 0.9818671523434944 1.085332125390743 0.15970884178976663
2-3.G -0.017849 -0.154232 56614.3 560.52 19.51481 0.653784 8893.617700243884 10422.808079280327 0.9932623510222484 0.8590723516075934 0.15970884178976663
2-3.G -0.051437 -0.150051 24599.0 560.52 20.76216 1.740278 3864.2905027227976 3304.0357740442378 1.0328633762718142 1.1323538169389429 0.15970884178976663
2-3.H -0.085243 -0.186778 30850.3 560.52 20.55175 2.503082 4861.632169429472 4010.594380356437 0.9743874241791647 1.2440610296659156 0.15970884178976663
2-3.H -0.074561 -0.170674 190355.0 560.52 18.470861 1.685543 29997.633462616155 27262.41603066052 0.9814037497660534 1.1211789627523405 0.15970884178976663
2-3.H -0.073038 -0.161263 73889.6 560.52 19.204582 0.756872 11644.102532107498 13869.983388726463 0.9451554772367652 0.888232837096662 0.15970884178976663
2-3.H -0.104889 -0.160334 24498.9 560.52 20.802477 0.505865 3860.7287564670582 3183.595930941857 1.4847876511700528 0.8167459743860794 0.15970884178976663
2-3.H -0.09538 -0.157263 230383.0 560.52 18.197458 1.242935 36305.55955986393 35069.174329076835 1.0161738604119512 1.0187780389902277 0.15970884178976663
2-3.H -0.07917 -0.148192 60381.2 560.52 19.467487 0.667263 9515.342941519364 10887.143341766448 1.0128569477622777 0.8629038224471552 0.15970884178976663
3-1.E -0.326184 -0.108831 137788.0 560.52 18.59432 0.94833 22124.820284980644 24332.164334877187 0.9660086931640954 0.9412781469941216 0.15970884178976663
3-1.E -0.298095 -0.102496 64136.2 560.52 19.737299 2.519375 10298.443251673407 8491.592424783086 0.9737739794545811 1.2454441981208972 0.15970884178976663
3-1.E -0.344169 -0.091012 129005.0 560.52 18.820715 1.263306 20714.521154700902 19752.530494480663 1.024221280623222 1.0239019318120328 0.15970884178976663
3-1.E -0.295924 -0.088211 202115.0 560.52 18.454058 2.08465 32453.90057115905 27687.614588109125 0.9820286227054529 1.193595613808982 0.15970884178976663
3-1.E -0.345177 -0.087245 205412.0 560.52 18.471222 2.334919 32983.30467369034 27253.352967118582 0.9862040384128639 1.2271776834595753 0.15970884178976663
3-1.E -0.318944 -0.081004 72481.0 560.52 19.60041 2.275108 11638.37996832585 9632.62694072933 0.990307508372474 1.2200502524078942 0.15970884178976663
3-1.E -0.304727 -0.070396 172048.0 560.52 18.719128 2.472507 27625.998493267554 21689.89956122768 1.0260497315360604 1.241343663696231 0.15970884178976663
3-1.F -0.238451 -0.117329 66363.3 560.52 19.33293 0.787542 10431.241175754747 12323.575807146763 0.9438118799150802 0.896837596505613 0.15970884178976663
3-1.F -0.254257 -0.116535 33594.6 560.52 20.495192 2.113092 5280.529672319043 4225.050857175192 1.043337845261141 1.1979000566783535 0.15970884178976663
3-1.F -0.271081 -0.101998 138040.0 560.52 18.93789 2.588325 21697.663194886107 17731.796601845956 0.9783051525903516 1.2507942660854072 0.15970884178976663
3-1.F -0.281029 -0.09458 28830.4 560.52 20.650345 2.445707 4531.674217428604 3662.441875199645 0.9987931869335128 1.2388318678053245 0.15970884178976663
3-1.F -0.246888 -0.09128 91028.3 560.52 19.397142 2.550921 14308.181647370697 11615.875295943553 0.9870070205992854 1.2479933243434302 0.15970884178976663
3-1.F -0.250076 -0.079202 38411.7 560.52 20.096466 1.296629 6037.700154614652 6099.894740981458 0.9589186311888068 1.032208529522729 0.15970884178976663
3-1.F -0.263093 -0.069565 35641.7 560.52 20.392517 2.343443 5602.300798994292 4644.104044744919 0.9822327495394322 1.2281462092022248 0.15970884178976663
3-1.F -0.238934 -0.070397 92279.2 560.52 19.360775 2.584755 14504.802966484598 12011.541356871858 0.9656426187473992 1.2505373506272226 0.15970884178976663
3-1.G -0.248567 -0.052698 133536.0 560.52 18.573402 0.661978 21163.378337534403 24805.497457627494 0.990446694535041 0.8614021432721094 0.15970884178976663
3-1.G -0.2701 -0.046657 54317.9 560.52 19.717966 1.421269 8608.542027620717 8644.15092459146 0.93738871771553 1.0623987254856013 0.15970884178976663
3-1.G -0.285778 -0.044569 224606.0 560.52 18.359724 2.218363 35596.55639588015 30200.848236395348 0.9718840599248726 1.2127586649451871 0.15970884178976663
3-1.G -0.281445 -0.035707 73828.2 560.52 19.552843 2.042898 11700.621020392682 10064.021153533487 0.9794115385221941 1.1870585919377188 0.15970884178976663
3-1.G -0.25813 -0.030931 91642.6 560.52 19.315649 2.290686 14523.926249365943 12521.291925375655 0.9492423785972253 1.2219622095476375 0.15970884178976663
3-1.G -0.270301 -0.028131 58410.8 560.52 19.856693 2.514149 9257.202996930075 7607.317474419532 0.9774104670469586 1.245005473559877 0.15970884178976663
3-1.G -0.265175 -0.019777 142616.0 560.52 19.009075 1.700638 22602.41706345709 16606.524132756662 1.210584073920228 1.1242973505200065 0.15970884178976663
3-1.H -0.342142 -0.054465 122952.0 560.52 18.679834 0.696816 19500.71868047578 22489.25873429758 0.995210136842829 0.8712858987529473 0.15970884178976663
3-1.H -0.308686 -0.013661 44285.1 560.52 20.117939 1.816382 7023.808289712554 5980.440046179439 1.0237045234544602 1.1472680152068349 0.15970884178976663
3-2.E -0.201133 -0.119994 50921.0 560.52 19.973787 1.749319 8077.09612259194 6829.579124601297 1.0427625590073277 1.134164060407386 0.15970884178976663
3-2.E -0.208986 -0.11615 120840.0 560.52 18.973152 1.832313 19167.65765507374 17165.163360160073 0.9707596187878353 1.150295446560497 0.15970884178976663
3-2.E -0.191569 -0.104727 79404.9 560.52 19.551802 2.916531 12595.21631359951 10073.675128473156 0.9885001267397532 1.2648556361997096 0.15970884178976663
3-2.E -0.220323 -0.091127 105591.0 560.52 19.066824 1.408483 16748.859148104035 15746.322462794145 1.0040583376033432 1.0593687131131169 0.15970884178976663
3-2.E -0.206967 -0.070399 30517.8 560.52 20.542303 1.679319 4840.73769270117 4045.6428537622596 1.0684409112397888 1.1198851864645152 0.15970884178976663
3-2.E -0.18401 -0.076185 190834.0 560.52 18.480326 1.79557 30270.11569801674 27025.78646069467 0.9796919335835463 1.1432631560982662 0.15970884178976663
3-2.F -0.16141 -0.094445 119963.0 560.52 18.759586 0.628376 18861.672539741627 20896.53799551519 1.0596185301887695 0.8518366378511196 0.15970884178976663
3-2.F -0.165183 -0.086378 159464.0 560.52 18.374048 0.685736 25072.37856570241 29805.028465682248 0.9689760475868395 0.8681463704359275 0.15970884178976663
3-2.F -0.157172 -0.070841 225392.0 560.52 18.070265 0.912655 35438.17758039932 39427.81779788581 0.9648811041673915 0.9315256924036169 0.15970884178976663
3-2.G -0.152799 -0.052083 32991.3 560.52 20.46177 2.167841 5291.628171630008 4357.132238672659 1.0071602850958237 1.2058408349392278 0.15970884178976663
3-2.G -0.168702 -0.047937 100849.0 560.52 19.23986 2.498272 16175.640531919464 13426.559505363648 0.9687253149634933 1.2436440522821384 0.15970884178976663
3-2.G -0.121335 -0.043005 41789.2 560.52 20.121614 2.156824 6702.764304222043 5960.231672139437 0.9338205234131562 1.2042797746283087 0.15970884178976663
3-2.G -0.128369 -0.032026 29552.1 560.52 20.707985 2.155039 4739.998875183068 3473.0796308938952 1.133516797325256 1.2040250911529977 0.15970884178976663
3-2.G -0.143828 -0.015863 185316.0 560.52 18.433958 1.523447 29723.69583053067 28204.963428714884 0.970371981534207 1.0860229907722432 0.15970884178976663
3-2.H -0.208477 -0.059786 99380.4 560.52 19.297163 2.755781 15654.280829972155 12736.307646708114 0.9752124013323282 1.2603476741234119 0.15970884178976663
3-2.H -0.224848 -0.04475 30531.5 560.52 20.551622 1.725119 4809.28508197084 4011.0672266518827 1.0617270590274048 1.129295753021571 0.15970884178976663
3-2.H -0.198676 -0.039803 27507.4 560.52 20.461868 0.925222 4332.932494761302 4356.738975845705 1.0637100987846266 0.9349687589552764 0.15970884178976663
3-2.H -0.202362 -0.028598 31221.4 560.52 20.557076 1.831575 4917.957298470249 3990.96887636128 1.0713951762615228 1.1501559378298074 0.15970884178976663
3-2.H -0.17736 -0.01301 36928.7 560.52 20.362461 1.841337 5816.964315758367 4774.46089853809 1.057599598650594 1.1519954966188626 0.15970884178976663
3-3.E -0.102581 -0.105533 204592.0 560.52 18.319334 1.429501 32737.998866801147 31345.495609766123 0.9812872598848362 1.0643410878239852 0.15970884178976663
3-3.E -0.064427 -0.101784 64167.7 560.52 19.59034 1.282017 10267.860375211327 9722.383345443921 1.026762703088287 1.0285777578256607 0.15970884178976663
3-3.E -0.094051 -0.088049 51495.3 560.52 19.694616 0.993828 8240.073282658097 8832.06671511946 0.9783532624333505 0.9536149162453307 0.15970884178976663
3-3.F -0.026682 -0.102954 174709.0 560.52 18.65428 2.587154 28291.487479457803 23024.846361182736 0.9824316294808118 1.2507102377728236 0.15970884178976663
3-3.F -0.05601 -0.093412 34087.6 560.52 20.127962 0.685408 5519.972689470867 5925.4855167425185 1.0731651441929466 0.8680533740651722 0.15970884178976663
3-3.G -0.02676 -0.053241 51224.8 560.52 19.852566 2.060829 8294.546372123123 7636.288732259658 0.9128527262887965 1.1898975809308205 0.15970884178976663
3-3.G -0.037992 -0.042641 87275.1 560.52 18.987106 0.594276 14131.970531494171 16945.96639921394 0.990313113424463 0.8421003586683399 0.15970884178976663
3-3.G -0.038125 -0.038732 86912.1 560.52 19.348991 1.920782 14073.191964607026 12142.618234163581 0.9935711114428261 1.1664907922990555 0.15970884178976663
3-3.G -0.00819 -0.015737 218494.0 560.52 18.066868 0.817432 35379.51568440812 39551.37086900215 0.9882155262553973 0.9051877533194204 0.15970884178976663
3-3.H -0.061248 -0.035901 46050.4 560.52 20.041801 2.073608 7430.567998948966 6414.877109210614 0.9718445493084304 1.1918919009557318 0.15970884178976663
3-3.H -0.083855 -0.030571 137358.0 560.52 18.901794 2.439272 22163.715390086345 18331.21034949242 0.9764653701843291 1.2382107717485502 0.15970884178976663
3-3.H -0.100179 -0.029292 137910.0 560.52 18.873909 2.334515 22252.784617181434 18808.109343071184 0.9641578116371275 1.2271314853349262 0.15970884178976663
4-1.E -0.31268 0.011907 89309.1 560.52 19.42963 2.520182 13655.65318523683 11273.447351050023 0.9725411472543041 1.2455115306916913 0.15970884178976663
4-1.E -0.327514 0.021546 173648.0 560.52 18.322525 0.774756 26551.34655158327 31253.505829499583 0.9510700041372946 0.893254732170516 0.15970884178976663
4-1.E -0.344474 0.025492 234901.0 560.52 18.424803 2.795996 35917.13038050228 28443.79506616081 1.0006606668169133 1.2619067430205428 0.15970884178976663
4-1.E -0.341036 0.040505 46395.7 560.52 19.835964 0.821829 7094.054116392309 7753.952584147249 1.0093580207602915 0.906412983460054 0.15970884178976663
4-1.E -0.299808 0.046599 126343.0 560.52 19.054419 2.496506 19318.25749427972 15927.262615198984 0.9754039780761072 1.2434899713925587 0.15970884178976663
4-1.E -0.33514 0.061293 87966.2 560.52 19.371264 1.842169 13450.319387645603 11896.059862482229 0.9813406578784726 1.1521516966456373 0.15970884178976663
4-1.F -0.237788 0.01286 30284.9 560.52 20.576422 2.054873 4592.784128622005 3920.4863033945894 0.9853009737925881 1.1889598251833406 0.15970884178976663
