#|   catalogue                                                 |      R2  |    COMA1 |  COMA 2 |    ELL 1 |   ELL 2 |   TREF 1 |  TREF 2 |
| C_20240706_064419_C_56154C80.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0298 | -0.0173 |  -0.0230 |  0.0013 |  -0.2394 |  0.0312 |
| C_20240706_065104_C_56154D00.VIS.bin_01_01_stars2_mom.cat    |    1.963 |   0.0339 | -0.0256 |  -0.0181 |  0.0064 |  -0.2410 |  0.0320 |
| C_20240706_065749_C_56154D80.VIS.bin_01_01_stars2_mom.cat    |    1.964 |   0.0330 | -0.0261 |  -0.0220 |  0.0060 |  -0.2443 |  0.0363 |
| C_20240706_070434_C_56154E00.VIS.bin_01_01_stars2_mom.cat    |    1.985 |   0.0308 | -0.0213 |  -0.0320 |  0.0023 |  -0.2299 |  0.0323 |
| C_20240706_071259_C_56154E80.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0330 | -0.0199 |  -0.0242 |  0.0089 |  -0.2386 |  0.0340 |
| C_20240706_071944_C_56154F00.VIS.bin_01_01_stars2_mom.cat    |    1.955 |   0.0344 | -0.0189 |  -0.0189 |  0.0047 |  -0.2397 |  0.0347 |
| C_20240706_072629_C_56154F80.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0304 | -0.0252 |  -0.0253 |  0.0056 |  -0.2376 |  0.0283 |
| C_20240706_073314_C_56155000.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0334 | -0.0186 |  -0.0182 |  0.0057 |  -0.2413 |  0.0318 |
| C_20240706_073959_C_56155080.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0304 | -0.0217 |  -0.0287 |  0.0092 |  -0.2363 |  0.0367 |
| C_20240706_074644_C_56155100.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0331 | -0.0195 |  -0.0226 |  0.0070 |  -0.2402 |  0.0310 |
| C_20240706_075329_C_56155180.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0338 | -0.0222 |  -0.0189 |  0.0029 |  -0.2444 |  0.0294 |
| C_20240706_080014_C_56155200.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0327 | -0.0221 |  -0.0229 |  0.0071 |  -0.2383 |  0.0339 |
| C_20240706_080839_C_56155280.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0313 | -0.0192 |  -0.0239 |  0.0062 |  -0.2421 |  0.0285 |
| C_20240706_081524_C_56155300.VIS.bin_01_01_stars2_mom.cat    |    1.964 |   0.0372 | -0.0243 |  -0.0152 |  0.0044 |  -0.2379 |  0.0319 |
| C_20240706_082209_C_56155380.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0326 | -0.0225 |  -0.0215 |  0.0051 |  -0.2388 |  0.0314 |
| C_20240706_082854_C_56155400.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0322 | -0.0194 |  -0.0254 |  0.0064 |  -0.2344 |  0.0348 |
| C_20240706_083539_C_56155480.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0353 | -0.0248 |  -0.0204 |  0.0080 |  -0.2357 |  0.0272 |
| C_20240706_084224_C_56155500.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0346 | -0.0227 |  -0.0218 |  0.0050 |  -0.2363 |  0.0316 |
| C_20240706_084909_C_56155580.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0304 | -0.0263 |  -0.0200 |  0.0100 |  -0.2360 |  0.0335 |
| C_20240706_085554_C_56155600.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0331 | -0.0180 |  -0.0302 |  0.0081 |  -0.2325 |  0.0343 |
| C_20240706_090419_C_56155680.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0326 | -0.0173 |  -0.0178 |  0.0050 |  -0.2390 |  0.0296 |
| C_20240706_091104_C_56155700.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0326 | -0.0206 |  -0.0241 |  0.0073 |  -0.2351 |  0.0257 |
| C_20240706_091749_C_56155780.VIS.bin_01_01_stars2_mom.cat    |    1.974 |   0.0368 | -0.0197 |  -0.0204 |  0.0031 |  -0.2429 |  0.0312 |
| C_20240706_092434_C_56155800.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0360 | -0.0153 |  -0.0230 |  0.0040 |  -0.2373 |  0.0244 |
| C_20240706_093119_C_56155880.VIS.bin_01_01_stars2_mom.cat    |    1.955 |   0.0293 | -0.0181 |  -0.0164 |  0.0069 |  -0.2412 |  0.0290 |
| C_20240706_093804_C_56155900.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0353 | -0.0212 |  -0.0245 |  0.0037 |  -0.2358 |  0.0295 |
| C_20240706_094449_C_56155980.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0337 | -0.0262 |  -0.0203 |  0.0035 |  -0.2358 |  0.0244 |
| C_20240706_095134_C_56155A00.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0299 | -0.0185 |  -0.0254 |  0.0043 |  -0.2368 |  0.0307 |
| C_20240706_095959_C_56155A80.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0359 | -0.0214 |  -0.0188 |  0.0075 |  -0.2376 |  0.0328 |
| C_20240706_100644_C_56155B00.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0324 | -0.0195 |  -0.0247 |  0.0062 |  -0.2362 |  0.0291 |
| C_20240706_101329_C_56155B80.VIS.bin_01_01_stars2_mom.cat    |    1.955 |   0.0356 | -0.0206 |  -0.0166 |  0.0063 |  -0.2412 |  0.0313 |
| C_20240706_102014_C_56155C00.VIS.bin_01_01_stars2_mom.cat    |    5.217 |  -0.0213 |  0.0248 |  -0.2260 |  0.1289 |  -0.0311 | -0.4119 |
| C_20240706_102659_C_56155C80.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0351 | -0.0238 |  -0.0173 |  0.0049 |  -0.2409 |  0.0304 |
| C_20240706_103344_C_56155D00.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0349 | -0.0207 |  -0.0208 |  0.0046 |  -0.2414 |  0.0328 |
| C_20240706_104029_C_56155D80.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0358 | -0.0229 |  -0.0257 |  0.0062 |  -0.2371 |  0.0339 |
| C_20240706_104714_C_56155E00.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0359 | -0.0213 |  -0.0216 |  0.0037 |  -0.2401 |  0.0255 |
| C_20240706_105539_C_56155E80.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0332 | -0.0201 |  -0.0217 |  0.0054 |  -0.2343 |  0.0293 |
| C_20240706_110224_C_56155F00.VIS.bin_01_01_stars2_mom.cat    |    1.959 |   0.0301 | -0.0255 |  -0.0147 |  0.0051 |  -0.2382 |  0.0290 |
| C_20240706_110909_C_56155F80.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0322 | -0.0198 |  -0.0202 |  0.0057 |  -0.2365 |  0.0312 |
| C_20240706_111554_C_56156000.VIS.bin_01_01_stars2_mom.cat    |    1.959 |   0.0327 | -0.0203 |  -0.0201 |  0.0053 |  -0.2377 |  0.0324 |
| C_20240706_112239_C_56156080.VIS.bin_01_01_stars2_mom.cat    |    1.957 |   0.0318 | -0.0211 |  -0.0180 |  0.0085 |  -0.2325 |  0.0282 |
| C_20240706_112924_C_56156100.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0285 | -0.0218 |  -0.0246 |  0.0049 |  -0.2331 |  0.0284 |
| C_20240706_113609_C_56156180.VIS.bin_01_01_stars2_mom.cat    |    1.961 |   0.0301 | -0.0210 |  -0.0219 |  0.0064 |  -0.2329 |  0.0287 |
| C_20240706_114254_C_56156200.VIS.bin_01_01_stars2_mom.cat    |    1.959 |   0.0307 | -0.0200 |  -0.0196 |  0.0057 |  -0.2365 |  0.0290 |
| C_20240706_115119_C_56156280.VIS.bin_01_01_stars2_mom.cat    |    1.958 |   0.0328 | -0.0197 |  -0.0183 |  0.0051 |  -0.2381 |  0.0295 |
| C_20240706_115804_C_56156300.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0308 | -0.0237 |  -0.0191 |  0.0039 |  -0.2364 |  0.0252 |
| C_20240706_120449_C_56156380.VIS.bin_01_01_stars2_mom.cat    |    2.001 |   0.0326 | -0.0122 |  -0.0372 |  0.0087 |  -0.2304 |  0.0291 |
| C_20240706_121134_C_56156400.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0312 | -0.0206 |  -0.0195 |  0.0032 |  -0.2346 |  0.0269 |
| C_20240706_121819_C_56156480.VIS.bin_01_01_stars2_mom.cat    |    1.956 |   0.0312 | -0.0203 |  -0.0166 |  0.0051 |  -0.2374 |  0.0304 |
| C_20240706_122504_C_56156500.VIS.bin_01_01_stars2_mom.cat    |    1.953 |   0.0323 | -0.0176 |  -0.0155 |  0.0064 |  -0.2394 |  0.0301 |
| C_20240706_123149_C_56156580.VIS.bin_01_01_stars2_mom.cat    |    1.953 |   0.0278 | -0.0198 |  -0.0156 |  0.0046 |  -0.2415 |  0.0277 |
| C_20240706_123834_C_56156600.VIS.bin_01_01_stars2_mom.cat    |    1.963 |   0.0315 | -0.0157 |  -0.0210 |  0.0052 |  -0.2383 |  0.0318 |
| C_20240706_124659_C_56156680.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0315 | -0.0176 |  -0.0225 |  0.0020 |  -0.2382 |  0.0336 |
| C_20240706_125344_C_56156700.VIS.bin_01_01_stars2_mom.cat    |    1.957 |   0.0303 | -0.0226 |  -0.0179 |  0.0057 |  -0.2383 |  0.0276 |
| C_20240706_130029_C_56156780.VIS.bin_01_01_stars2_mom.cat    |    1.966 |   0.0313 | -0.0200 |  -0.0223 |  0.0049 |  -0.2404 |  0.0283 |
| C_20240706_130714_C_56156800.VIS.bin_01_01_stars2_mom.cat    |    1.958 |   0.0316 | -0.0196 |  -0.0179 |  0.0066 |  -0.2411 |  0.0341 |
| C_20240706_131359_C_56156880.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0375 | -0.0177 |  -0.0159 |  0.0060 |  -0.2409 |  0.0353 |
| C_20240706_132044_C_56156900.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0344 | -0.0230 |  -0.0180 |  0.0035 |  -0.2406 |  0.0324 |
| C_20240706_132729_C_56156980.VIS.bin_01_01_stars2_mom.cat    |    1.954 |   0.0339 | -0.0245 |  -0.0182 |  0.0058 |  -0.2436 |  0.0301 |
| C_20240706_133414_C_56156A00.VIS.bin_01_01_stars2_mom.cat    |    1.962 |   0.0326 | -0.0190 |  -0.0175 |  0.0052 |  -0.2417 |  0.0369 |
| C_20240706_134239_C_56156A80.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0363 | -0.0188 |  -0.0239 |  0.0041 |  -0.2354 |  0.0272 |
| C_20240706_134924_C_56156B00.VIS.bin_01_01_stars2_mom.cat    |    1.964 |   0.0322 | -0.0163 |  -0.0188 |  0.0057 |  -0.2389 |  0.0294 |
| C_20240706_135609_C_56156B80.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0350 | -0.0215 |  -0.0237 |  0.0059 |  -0.2356 |  0.0317 |
| C_20240706_140254_C_56156C00.VIS.bin_01_01_stars2_mom.cat    |    1.958 |   0.0351 | -0.0177 |  -0.0178 |  0.0057 |  -0.2377 |  0.0351 |
| C_20240706_140939_C_56156C80.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0340 | -0.0216 |  -0.0200 |  0.0066 |  -0.2384 |  0.0331 |
| C_20240706_141624_C_56156D00.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0342 | -0.0171 |  -0.0253 |  0.0079 |  -0.2396 |  0.0353 |
| C_20240706_142309_C_56156D80.VIS.bin_01_01_stars2_mom.cat    |    1.963 |   0.0350 | -0.0179 |  -0.0201 |  0.0073 |  -0.2410 |  0.0310 |
| C_20240706_142954_C_56156E00.VIS.bin_01_01_stars2_mom.cat    |    1.956 |   0.0345 | -0.0229 |  -0.0179 |  0.0047 |  -0.2403 |  0.0305 |
| C_20240706_143819_C_56156E80.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0371 | -0.0190 |  -0.0198 |  0.0059 |  -0.2438 |  0.0263 |
| C_20240706_144504_C_56156F00.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0352 | -0.0201 |  -0.0198 |  0.0076 |  -0.2377 |  0.0351 |
| C_20240706_145149_C_56156F80.VIS.bin_01_01_stars2_mom.cat    |    1.959 |   0.0327 | -0.0147 |  -0.0209 |  0.0035 |  -0.2412 |  0.0305 |
| C_20240706_145834_C_56157000.VIS.bin_01_01_stars2_mom.cat    |    1.958 |   0.0327 | -0.0220 |  -0.0208 |  0.0105 |  -0.2381 |  0.0362 |
| C_20240706_150519_C_56157080.VIS.bin_01_01_stars2_mom.cat    |    1.964 |   0.0359 | -0.0167 |  -0.0220 |  0.0056 |  -0.2387 |  0.0346 |
| C_20240706_151204_C_56157100.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0337 | -0.0196 |  -0.0229 |  0.0060 |  -0.2424 |  0.0311 |
| C_20240706_151849_C_56157180.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0369 | -0.0220 |  -0.0220 |  0.0048 |  -0.2401 |  0.0342 |
| C_20240706_152534_C_56157200.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0311 | -0.0185 |  -0.0250 |  0.0060 |  -0.2346 |  0.0307 |
| C_20240706_153359_C_56157280.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0330 | -0.0215 |  -0.0241 |  0.0049 |  -0.2393 |  0.0337 |
| C_20240706_154044_C_56157300.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0340 | -0.0235 |  -0.0193 |  0.0080 |  -0.2410 |  0.0307 |
| C_20240706_154729_C_56157380.VIS.bin_01_01_stars2_mom.cat    |    1.956 |   0.0335 | -0.0194 |  -0.0221 |  0.0058 |  -0.2368 |  0.0327 |
| C_20240706_155414_C_56157400.VIS.bin_01_01_stars2_mom.cat    |    1.975 |   0.0338 | -0.0254 |  -0.0230 |  0.0061 |  -0.2387 |  0.0249 |
| C_20240706_160059_C_56157480.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0333 | -0.0199 |  -0.0245 |  0.0052 |  -0.2365 |  0.0365 |
| C_20240706_160744_C_56157500.VIS.bin_01_01_stars2_mom.cat    |    1.964 |   0.0333 | -0.0187 |  -0.0203 |  0.0074 |  -0.2378 |  0.0350 |
| C_20240706_161429_C_56157580.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0331 | -0.0229 |  -0.0185 |  0.0049 |  -0.2437 |  0.0344 |
| C_20240706_162114_C_56157600.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0344 | -0.0209 |  -0.0262 |  0.0038 |  -0.2416 |  0.0326 |
| C_20240706_162939_C_56157680.VIS.bin_01_01_stars2_mom.cat    |    1.950 |   0.0306 | -0.0228 |  -0.0181 |  0.0062 |  -0.2407 |  0.0345 |
| C_20240706_163624_C_56157700.VIS.bin_01_01_stars2_mom.cat    |    1.970 |   0.0328 | -0.0179 |  -0.0253 |  0.0068 |  -0.2352 |  0.0341 |
| C_20240706_164309_C_56157780.VIS.bin_01_01_stars2_mom.cat    |    1.961 |   0.0311 | -0.0184 |  -0.0212 |  0.0029 |  -0.2362 |  0.0330 |
| C_20240706_164954_C_56157800.VIS.bin_01_01_stars2_mom.cat    |    1.956 |   0.0340 | -0.0226 |  -0.0198 |  0.0046 |  -0.2377 |  0.0315 |
| C_20240706_165639_C_56157880.VIS.bin_01_01_stars2_mom.cat    |    1.961 |   0.0308 | -0.0182 |  -0.0208 |  0.0030 |  -0.2391 |  0.0336 |
| C_20240706_170324_C_56157900.VIS.bin_01_01_stars2_mom.cat    |    1.978 |   0.0321 | -0.0251 |  -0.0289 |  0.0053 |  -0.2353 |  0.0348 |
| C_20240706_171009_C_56157980.VIS.bin_01_01_stars2_mom.cat    |    1.961 |   0.0336 | -0.0168 |  -0.0221 |  0.0070 |  -0.2383 |  0.0321 |
| C_20240706_171834_C_56157A00.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0304 | -0.0249 |  -0.0187 |  0.0075 |  -0.2402 |  0.0281 |
| C_20240706_172519_C_56157A80.VIS.bin_01_01_stars2_mom.cat    |    1.959 |   0.0341 | -0.0189 |  -0.0169 |  0.0056 |  -0.2406 |  0.0331 |
| C_20240706_173204_C_56157B00.VIS.bin_01_01_stars2_mom.cat    |    1.965 |   0.0340 | -0.0227 |  -0.0215 |  0.0067 |  -0.2394 |  0.0322 |
| C_20240706_173849_C_56157B80.VIS.bin_01_01_stars2_mom.cat    |    1.959 |   0.0296 | -0.0184 |  -0.0208 |  0.0059 |  -0.2407 |  0.0353 |
| C_20240706_182445_W_52157C02.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0274 | -0.0180 |  -0.0183 |  0.0039 |  -0.2360 |  0.0272 |
| C_20240706_182445_W_52157C02.VIS.bin_02_01_stars2_mom.cat    |    1.994 |   0.0285 | -0.0133 |  -0.0296 | -0.0003 |  -0.2299 |  0.0297 |
| C_20240706_184231_W_52157C82.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0281 | -0.0221 |  -0.0223 |  0.0109 |  -0.2293 |  0.0258 |
| C_20240706_184231_W_52157C82.VIS.bin_02_01_stars2_mom.cat    |    1.961 |   0.0274 | -0.0172 |  -0.0182 |  0.0034 |  -0.2290 |  0.0257 |
| C_20240706_190017_W_52157D04.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0318 | -0.0151 |  -0.0204 |  0.0064 |  -0.2304 |  0.0286 |
| C_20240706_191803_W_52157D80.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0315 | -0.0174 |  -0.0175 |  0.0078 |  -0.2333 |  0.0360 |
| C_20240706_193838_W_52157E02.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0297 | -0.0209 |  -0.0205 |  0.0068 |  -0.2354 |  0.0271 |
| C_20240706_193838_W_52157E02.VIS.bin_02_01_stars2_mom.cat    |    1.951 |   0.0288 | -0.0135 |  -0.0183 |  0.0031 |  -0.2376 |  0.0259 |
| C_20240706_195624_W_52157E82.VIS.bin_01_01_stars2_mom.cat    |    1.991 |   0.0341 | -0.0221 |  -0.0180 |  0.0080 |  -0.2299 |  0.0241 |
| C_20240706_195624_W_52157E82.VIS.bin_02_01_stars2_mom.cat    |    1.987 |   0.0252 | -0.0029 |  -0.0301 |  0.0068 |  -0.2245 |  0.0278 |
| C_20240706_201410_W_52157F06.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0359 | -0.0273 |  -0.0177 |  0.0073 |  -0.2333 |  0.0274 |
| C_20240706_203156_W_52157F88.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0345 | -0.0237 |  -0.0232 |  0.0045 |  -0.2319 |  0.0245 |
| C_20240706_205226_W_52158002.VIS.bin_01_01_stars2_mom.cat    |    1.973 |   0.0328 | -0.0215 |  -0.0194 |  0.0074 |  -0.2314 |  0.0349 |
| C_20240706_205226_W_52158002.VIS.bin_02_01_stars2_mom.cat    |    1.976 |   0.0297 | -0.0214 |  -0.0232 | -0.0046 |  -0.2343 |  0.0361 |
| C_20240706_211012_W_52158082.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0334 | -0.0184 |  -0.0217 |  0.0061 |  -0.2263 |  0.0334 |
| C_20240706_211012_W_52158082.VIS.bin_02_01_stars2_mom.cat    |    1.970 |   0.0301 | -0.0186 |  -0.0195 | -0.0027 |  -0.2387 |  0.0269 |
| C_20240706_212758_W_52158104.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0345 | -0.0150 |  -0.0165 |  0.0071 |  -0.2359 |  0.0303 |
| C_20240706_214544_W_52158180.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0335 | -0.0154 |  -0.0233 |  0.0072 |  -0.2341 |  0.0234 |
| C_20240706_220619_W_52158202.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0299 | -0.0207 |  -0.0201 |  0.0059 |  -0.2338 |  0.0304 |
| C_20240706_220619_W_52158202.VIS.bin_02_01_stars2_mom.cat    |    1.960 |   0.0277 | -0.0222 |  -0.0213 |  0.0044 |  -0.2335 |  0.0355 |
| C_20240706_222405_W_52158282.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0316 | -0.0192 |  -0.0179 |  0.0088 |  -0.2375 |  0.0246 |
| C_20240706_222405_W_52158282.VIS.bin_02_01_stars2_mom.cat    |    1.981 |   0.0242 | -0.0092 |  -0.0344 |  0.0060 |  -0.2286 |  0.0358 |
| C_20240706_224151_W_52158306.VIS.bin_01_01_stars2_mom.cat    |    1.999 |   0.0275 | -0.0160 |  -0.0220 |  0.0062 |  -0.2334 |  0.0240 |
| C_20240706_225937_W_52158388.VIS.bin_01_01_stars2_mom.cat    |    1.982 |   0.0331 | -0.0159 |  -0.0190 |  0.0053 |  -0.2336 |  0.0317 |
| C_20240706_232009_W_52158402.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0310 | -0.0171 |  -0.0174 |  0.0040 |  -0.2323 |  0.0349 |
| C_20240706_232009_W_52158402.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0271 | -0.0217 |  -0.0177 |  0.0019 |  -0.2283 |  0.0292 |
| C_20240706_233755_W_52158482.VIS.bin_01_01_stars2_mom.cat    |    1.972 |   0.0308 | -0.0152 |  -0.0181 |  0.0067 |  -0.2298 |  0.0357 |
| C_20240706_233755_W_52158482.VIS.bin_02_01_stars2_mom.cat    |    1.964 |   0.0266 | -0.0292 |  -0.0207 |  0.0018 |  -0.2283 |  0.0218 |
| C_20240706_235541_W_52158504.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0293 | -0.0140 |  -0.0209 |  0.0047 |  -0.2344 |  0.0359 |
| C_20240707_001327_W_52158580.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0284 | -0.0169 |  -0.0171 |  0.0061 |  -0.2335 |  0.0307 |
| C_20240707_003358_W_52158602.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0325 | -0.0212 |  -0.0213 |  0.0078 |  -0.2311 |  0.0329 |
| C_20240707_003358_W_52158602.VIS.bin_02_01_stars2_mom.cat    |    1.971 |   0.0362 | -0.0103 |  -0.0255 |  0.0026 |  -0.2377 |  0.0295 |
| C_20240707_005144_W_52158682.VIS.bin_01_01_stars2_mom.cat    |    1.984 |   0.0315 | -0.0194 |  -0.0217 |  0.0056 |  -0.2362 |  0.0284 |
| C_20240707_005144_W_52158682.VIS.bin_02_01_stars2_mom.cat    |    1.949 |   0.0265 | -0.0178 |  -0.0216 |  0.0015 |  -0.2383 |  0.0324 |
| C_20240707_010930_W_52158706.VIS.bin_01_01_stars2_mom.cat    |    1.971 |   0.0295 | -0.0202 |  -0.0188 |  0.0043 |  -0.2354 |  0.0247 |
| C_20240707_012716_W_52158788.VIS.bin_01_01_stars2_mom.cat    |    1.968 |   0.0319 | -0.0177 |  -0.0205 |  0.0055 |  -0.2353 |  0.0286 |
| C_20240707_014759_W_52158802.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0316 | -0.0176 |  -0.0191 |  0.0018 |  -0.2363 |  0.0329 |
| C_20240707_014759_W_52158802.VIS.bin_02_01_stars2_mom.cat    |    2.002 |   0.0277 | -0.0201 |  -0.0278 |  0.0052 |  -0.2279 |  0.0247 |
| C_20240707_020545_W_52158882.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0293 | -0.0164 |  -0.0220 |  0.0078 |  -0.2342 |  0.0276 |
| C_20240707_020545_W_52158882.VIS.bin_02_01_stars2_mom.cat    |    1.968 |   0.0310 | -0.0143 |  -0.0202 |  0.0053 |  -0.2307 |  0.0261 |
| C_20240707_022331_W_52158904.VIS.bin_01_01_stars2_mom.cat    |    1.976 |   0.0354 | -0.0149 |  -0.0209 |  0.0040 |  -0.2330 |  0.0366 |
| C_20240707_024117_W_52158980.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0302 | -0.0175 |  -0.0199 |  0.0075 |  -0.2308 |  0.0298 |
| C_20240707_030155_W_52158A02.VIS.bin_01_01_stars2_mom.cat    |    1.983 |   0.0364 | -0.0096 |  -0.0237 |  0.0068 |  -0.2352 |  0.0343 |
| C_20240707_030155_W_52158A02.VIS.bin_02_01_stars2_mom.cat    |    1.957 |   0.0276 | -0.0206 |  -0.0224 |  0.0013 |  -0.2387 |  0.0335 |
| C_20240707_031941_W_52158A82.VIS.bin_01_01_stars2_mom.cat    |    1.979 |   0.0350 | -0.0176 |  -0.0192 |  0.0070 |  -0.2440 |  0.0320 |
| C_20240707_031941_W_52158A82.VIS.bin_02_01_stars2_mom.cat    |    1.984 |   0.0289 | -0.0195 |  -0.0293 | -0.0005 |  -0.2324 |  0.0304 |
| C_20240707_033727_W_52158B06.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0304 | -0.0140 |  -0.0228 |  0.0060 |  -0.2352 |  0.0335 |
| C_20240707_035513_W_52158B80.VIS.bin_01_01_stars2_mom.cat    |    1.980 |   0.0361 | -0.0171 |  -0.0227 |  0.0062 |  -0.2313 |  0.0239 |
| C_20240707_041555_W_52158C02.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0324 | -0.0195 |  -0.0221 |  0.0064 |  -0.2339 |  0.0227 |
| C_20240707_041555_W_52158C02.VIS.bin_02_01_stars2_mom.cat    |    1.993 |   0.0279 | -0.0186 |  -0.0261 |  0.0003 |  -0.2341 |  0.0299 |
| C_20240707_043341_W_52158C82.VIS.bin_01_01_stars2_mom.cat    |    1.990 |   0.0318 | -0.0202 |  -0.0232 |  0.0083 |  -0.2403 |  0.0249 |
| C_20240707_043341_W_52158C82.VIS.bin_02_01_stars2_mom.cat    |    1.993 |   0.0230 | -0.0167 |  -0.0372 |  0.0070 |  -0.2340 |  0.0374 |
| C_20240707_045127_W_52158D04.VIS.bin_01_01_stars2_mom.cat    |    2.005 |   0.0308 | -0.0202 |  -0.0264 |  0.0051 |  -0.2340 |  0.0261 |
| C_20240707_050913_W_52158D88.VIS.bin_01_01_stars2_mom.cat    |    1.987 |   0.0351 | -0.0198 |  -0.0220 |  0.0050 |  -0.2367 |  0.0269 |
| C_20240707_052951_W_52158E02.VIS.bin_01_01_stars2_mom.cat    |    1.967 |   0.0288 | -0.0181 |  -0.0197 |  0.0081 |  -0.2303 |  0.0311 |
| C_20240707_052951_W_52158E02.VIS.bin_02_01_stars2_mom.cat    |    1.992 |   0.0328 | -0.0232 |  -0.0211 | -0.0003 |  -0.2349 |  0.0174 |
| C_20240707_054737_W_52158E82.VIS.bin_01_01_stars2_mom.cat    |    1.969 |   0.0303 | -0.0224 |  -0.0185 |  0.0062 |  -0.2378 |  0.0307 |
| C_20240707_054737_W_52158E82.VIS.bin_02_01_stars2_mom.cat    |    1.985 |   0.0354 | -0.0121 |  -0.0195 |  0.0063 |  -0.2366 |  0.0239 |
| C_20240707_060523_W_52158F06.VIS.bin_01_01_stars2_mom.cat    |    1.986 |   0.0287 | -0.0199 |  -0.0271 |  0.0058 |  -0.2333 |  0.0323 |
| C_20240707_062309_W_52158F80.VIS.bin_01_01_stars2_mom.cat    |    1.977 |   0.0317 | -0.0190 |  -0.0222 |  0.0047 |  -0.2320 |  0.0255 |
