image ; R2 ; e1 ; e2 ; score ; EASname 
C_20240714_031237_W_52169B06.VIS.bin_01_01_  ;    1.976 ;  -0.0184 ;   0.0058 ;    20.70 ;  EUC_LE1_VIS-02616-1-W_20240714T031237.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_033023_W_52169B88.VIS.bin_01_01_  ;    1.984 ;  -0.0200 ;   0.0069 ;    24.11 ;  EUC_LE1_VIS-02616-1-W_20240714T033023.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_035104_W_52169C02.VIS.bin_01_01_  ;    1.970 ;  -0.0201 ;   0.0050 ;    14.14 ;  EUC_LE1_VIS-02617-1-W_20240714T035104.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_035104_W_52169C02.VIS.bin_02_01_  ;    1.965 ;  -0.0219 ;   0.0019 ;     8.92 ;  EUC_LE1_VIS-02617-1-W_20240714T035104.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_040850_W_52169C82.VIS.bin_01_01_  ;    1.980 ;  -0.0208 ;   0.0047 ;    17.99 ;  EUC_LE1_VIS-02617-1-W_20240714T040850.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_040850_W_52169C82.VIS.bin_02_01_  ;    1.992 ;  -0.0312 ;   0.0019 ;    11.33 ;  EUC_LE1_VIS-02617-1-W_20240714T040850.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_042636_W_52169D04.VIS.bin_01_01_  ;    1.979 ;  -0.0201 ;   0.0061 ;    19.93 ;  EUC_LE1_VIS-02617-1-W_20240714T042636.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_044422_W_52169D80.VIS.bin_01_01_  ;    1.972 ;  -0.0182 ;   0.0053 ;    18.30 ;  EUC_LE1_VIS-02617-1-W_20240714T044422.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_050500_W_52169E02.VIS.bin_01_01_  ;    1.975 ;  -0.0197 ;   0.0065 ;    18.93 ;  EUC_LE1_VIS-02618-1-W_20240714T050500.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_050500_W_52169E02.VIS.bin_02_01_  ;    1.967 ;  -0.0240 ;   0.0037 ;     7.62 ;  EUC_LE1_VIS-02618-1-W_20240714T050500.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_052246_W_52169E82.VIS.bin_02_01_  ;    5.265 ;   0.0306 ;   0.0876 ; 54206.20 ;  EUC_LE1_VIS-02618-1-W_20240714T052246.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_054032_W_52169F06.VIS.bin_01_01_  ;    1.983 ;  -0.0227 ;   0.0045 ;    16.65 ;  EUC_LE1_VIS-02618-1-W_20240714T054032.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_055818_W_52169F88.VIS.bin_01_01_  ;    1.993 ;  -0.0234 ;   0.0043 ;    21.12 ;  EUC_LE1_VIS-02618-1-W_20240714T055818.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_061856_W_5216A002.VIS.bin_01_01_  ;    1.979 ;  -0.0220 ;   0.0041 ;    15.32 ;  EUC_LE1_VIS-02619-1-W_20240714T061856.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_061856_W_5216A002.VIS.bin_02_01_  ;    1.975 ;  -0.0280 ;   0.0039 ;     7.32 ;  EUC_LE1_VIS-02619-1-W_20240714T061856.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_063642_W_5216A082.VIS.bin_01_01_  ;    1.991 ;  -0.0216 ;   0.0052 ;    23.53 ;  EUC_LE1_VIS-02619-1-W_20240714T063642.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_063642_W_5216A082.VIS.bin_02_01_  ;    1.972 ;  -0.0188 ;   0.0038 ;    16.32 ;  EUC_LE1_VIS-02619-1-W_20240714T063642.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_065428_W_5216A104.VIS.bin_01_01_  ;    1.986 ;  -0.0222 ;   0.0061 ;    20.57 ;  EUC_LE1_VIS-02619-1-W_20240714T065428.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_071214_W_5216A180.VIS.bin_01_01_  ;    2.023 ;  -0.0346 ;  -0.0053 ;    35.96 ;  EUC_LE1_VIS-02619-1-W_20240714T071214.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_073254_W_5216A202.VIS.bin_01_01_  ;    1.988 ;  -0.0234 ;   0.0041 ;    18.12 ;  EUC_LE1_VIS-02620-1-W_20240714T073254.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_073254_W_5216A202.VIS.bin_02_01_  ;    1.963 ;  -0.0206 ;   0.0025 ;     9.48 ;  EUC_LE1_VIS-02620-1-W_20240714T073254.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_075040_W_5216A282.VIS.bin_01_01_  ;    1.984 ;  -0.0208 ;   0.0038 ;    19.73 ;  EUC_LE1_VIS-02620-1-W_20240714T075040.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_075040_W_5216A282.VIS.bin_02_01_  ;    1.966 ;  -0.0185 ;   0.0017 ;    13.76 ;  EUC_LE1_VIS-02620-1-W_20240714T075040.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_080826_W_5216A306.VIS.bin_01_01_  ;    1.997 ;  -0.0217 ;   0.0043 ;    26.56 ;  EUC_LE1_VIS-02620-1-W_20240714T080826.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_082612_W_5216A380.VIS.bin_01_01_  ;    1.983 ;  -0.0195 ;   0.0058 ;    22.89 ;  EUC_LE1_VIS-02620-1-W_20240714T082612.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_084650_W_5216A402.VIS.bin_01_01_  ;    1.990 ;  -0.0194 ;   0.0063 ;    28.13 ;  EUC_LE1_VIS-02621-1-W_20240714T084650.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_084650_W_5216A402.VIS.bin_02_01_  ;    1.962 ;  -0.0164 ;   0.0034 ;    14.92 ;  EUC_LE1_VIS-02621-1-W_20240714T084650.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_090436_W_5216A482.VIS.bin_01_01_  ;    1.984 ;  -0.0233 ;   0.0055 ;    17.19 ;  EUC_LE1_VIS-02621-1-W_20240714T090436.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_090436_W_5216A482.VIS.bin_02_01_  ;    1.979 ;  -0.0173 ;   0.0080 ;    27.89 ;  EUC_LE1_VIS-02621-1-W_20240714T090436.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_092222_W_5216A504.VIS.bin_01_01_  ;    1.987 ;  -0.0188 ;   0.0043 ;    25.38 ;  EUC_LE1_VIS-02621-1-W_20240714T092222.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_094008_W_5216A588.VIS.bin_01_01_  ;    1.980 ;  -0.0199 ;   0.0074 ;    22.78 ;  EUC_LE1_VIS-02621-1-W_20240714T094008.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_100049_W_5216A602.VIS.bin_02_01_  ;    1.969 ;  -0.0183 ;   0.0085 ;    21.57 ;  EUC_LE1_VIS-02622-1-W_20240714T100049.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_101835_W_5216A682.VIS.bin_01_01_  ;    1.954 ;  -0.0154 ;   0.0044 ;    13.17 ;  EUC_LE1_VIS-02622-1-W_20240714T101835.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_101835_W_5216A682.VIS.bin_02_01_  ;    1.953 ;  -0.0169 ;  -0.0025 ;    15.23 ;  EUC_LE1_VIS-02622-1-W_20240714T101835.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_103621_W_5216A706.VIS.bin_01_01_  ;    1.971 ;  -0.0204 ;   0.0075 ;    17.50 ;  EUC_LE1_VIS-02622-1-W_20240714T103621.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_105407_W_5216A780.VIS.bin_01_01_  ;    1.976 ;  -0.0193 ;   0.0042 ;    17.85 ;  EUC_LE1_VIS-02622-1-W_20240714T105407.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_111445_W_5216A802.VIS.bin_01_01_  ;    1.988 ;  -0.0213 ;   0.0055 ;    22.49 ;  EUC_LE1_VIS-02623-1-W_20240714T111445.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_111445_W_5216A802.VIS.bin_02_01_  ;    1.951 ;  -0.0204 ;  -0.0015 ;     8.80 ;  EUC_LE1_VIS-02623-1-W_20240714T111445.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_113231_W_5216A882.VIS.bin_01_01_  ;    1.979 ;  -0.0202 ;   0.0054 ;    18.98 ;  EUC_LE1_VIS-02623-1-W_20240714T113231.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_113231_W_5216A882.VIS.bin_02_01_  ;    1.965 ;  -0.0202 ;   0.0017 ;    10.99 ;  EUC_LE1_VIS-02623-1-W_20240714T113231.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_115017_W_5216A904.VIS.bin_01_01_  ;    1.977 ;  -0.0185 ;   0.0092 ;    27.18 ;  EUC_LE1_VIS-02623-1-W_20240714T115017.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_120803_W_5216A980.VIS.bin_01_01_  ;    1.981 ;  -0.0173 ;   0.0080 ;    29.14 ;  EUC_LE1_VIS-02623-1-W_20240714T120803.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_122841_W_5216AA02.VIS.bin_01_01_  ;    1.986 ;  -0.0214 ;   0.0065 ;    22.36 ;  EUC_LE1_VIS-02624-1-W_20240714T122841.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_122841_W_5216AA02.VIS.bin_02_01_  ;    2.000 ;  -0.0261 ;  -0.0006 ;    22.86 ;  EUC_LE1_VIS-02624-1-W_20240714T122841.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_124627_W_5216AA82.VIS.bin_01_01_  ;    1.982 ;  -0.0152 ;   0.0049 ;    29.81 ;  EUC_LE1_VIS-02624-1-W_20240714T124627.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_124627_W_5216AA82.VIS.bin_02_01_  ;    1.990 ;  -0.0272 ;   0.0013 ;    14.34 ;  EUC_LE1_VIS-02624-1-W_20240714T124627.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_130413_W_5216AB06.VIS.bin_01_01_  ;    1.980 ;  -0.0192 ;   0.0059 ;    21.75 ;  EUC_LE1_VIS-02624-1-W_20240714T130413.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_132159_W_5216AB88.VIS.bin_01_01_  ;    1.985 ;  -0.0199 ;   0.0073 ;    25.55 ;  EUC_LE1_VIS-02624-1-W_20240714T132159.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_134239_W_5216AC02.VIS.bin_01_01_  ;    1.983 ;  -0.0255 ;   0.0075 ;    16.78 ;  EUC_LE1_VIS-02625-1-W_20240714T134239.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_134239_W_5216AC02.VIS.bin_02_01_  ;    1.961 ;  -0.0219 ;  -0.0020 ;    11.50 ;  EUC_LE1_VIS-02625-1-W_20240714T134239.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_140025_W_5216AC82.VIS.bin_01_01_  ;    1.981 ;  -0.0223 ;   0.0089 ;    22.71 ;  EUC_LE1_VIS-02625-1-W_20240714T140025.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_140025_W_5216AC82.VIS.bin_02_01_  ;    2.005 ;  -0.0426 ;   0.0020 ;    12.53 ;  EUC_LE1_VIS-02625-1-W_20240714T140025.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_141811_W_5216AD04.VIS.bin_01_01_  ;    1.984 ;  -0.0233 ;   0.0058 ;    17.51 ;  EUC_LE1_VIS-02625-1-W_20240714T141811.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_143557_W_5216AD80.VIS.bin_01_01_  ;    1.958 ;  -0.0179 ;   0.0080 ;    16.01 ;  EUC_LE1_VIS-02625-1-W_20240714T143557.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_145629_W_5216AE02.VIS.bin_01_01_  ;    1.979 ;  -0.0168 ;   0.0046 ;    24.30 ;  EUC_LE1_VIS-02626-1-W_20240714T145629.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_145629_W_5216AE02.VIS.bin_02_01_  ;    1.985 ;  -0.0221 ;   0.0059 ;    19.91 ;  EUC_LE1_VIS-02626-1-W_20240714T145629.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_151415_W_5216AE82.VIS.bin_01_01_  ;    1.985 ;  -0.0193 ;   0.0056 ;    24.25 ;  EUC_LE1_VIS-02626-1-W_20240714T151415.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_151415_W_5216AE82.VIS.bin_02_01_  ;    1.968 ;  -0.0216 ;   0.0044 ;    10.87 ;  EUC_LE1_VIS-02626-1-W_20240714T151415.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_153201_W_5216AF06.VIS.bin_01_01_  ;    1.986 ;  -0.0206 ;   0.0111 ;    34.16 ;  EUC_LE1_VIS-02626-1-W_20240714T153201.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_154947_W_5216AF88.VIS.bin_01_01_  ;    1.992 ;  -0.0297 ;   0.0076 ;    16.85 ;  EUC_LE1_VIS-02626-1-W_20240714T154947.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_161019_W_5216B002.VIS.bin_01_01_  ;    1.990 ;  -0.0224 ;   0.0073 ;    24.36 ;  EUC_LE1_VIS-02627-1-W_20240714T161019.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_161019_W_5216B002.VIS.bin_02_01_  ;    1.957 ;  -0.0161 ;   0.0021 ;    13.02 ;  EUC_LE1_VIS-02627-1-W_20240714T161019.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_162805_W_5216B082.VIS.bin_01_01_  ;    1.991 ;  -0.0194 ;   0.0074 ;    30.50 ;  EUC_LE1_VIS-02627-1-W_20240714T162805.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_162805_W_5216B082.VIS.bin_02_01_  ;    1.966 ;  -0.0233 ;   0.0024 ;     7.76 ;  EUC_LE1_VIS-02627-1-W_20240714T162805.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_164551_W_5216B104.VIS.bin_01_01_  ;    1.990 ;  -0.0160 ;   0.0079 ;    37.89 ;  EUC_LE1_VIS-02627-1-W_20240714T164551.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_170337_W_5216B180.VIS.bin_01_01_  ;    1.986 ;  -0.0251 ;   0.0030 ;    14.44 ;  EUC_LE1_VIS-02627-1-W_20240714T170337.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_172408_W_5216B202.VIS.bin_01_01_  ;    1.990 ;  -0.0222 ;   0.0050 ;    21.74 ;  EUC_LE1_VIS-02628-1-W_20240714T172408.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_172408_W_5216B202.VIS.bin_02_01_  ;    1.956 ;  -0.0198 ;   0.0044 ;     8.23 ;  EUC_LE1_VIS-02628-1-W_20240714T172408.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_174154_W_5216B282.VIS.bin_01_01_  ;    1.980 ;  -0.0211 ;   0.0085 ;    23.04 ;  EUC_LE1_VIS-02628-1-W_20240714T174154.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_174154_W_5216B282.VIS.bin_02_01_  ;    1.963 ;  -0.0233 ;   0.0017 ;     6.88 ;  EUC_LE1_VIS-02628-1-W_20240714T174154.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_175940_W_5216B306.VIS.bin_01_01_  ;    1.983 ;  -0.0191 ;   0.0064 ;    24.35 ;  EUC_LE1_VIS-02628-1-W_20240714T175940.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_181726_W_5216B388.VIS.bin_01_01_  ;    1.983 ;  -0.0217 ;   0.0075 ;    21.79 ;  EUC_LE1_VIS-02628-1-W_20240714T181726.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_183756_W_5216B402.VIS.bin_01_01_  ;    1.985 ;  -0.0204 ;   0.0041 ;    21.12 ;  EUC_LE1_VIS-02629-1-W_20240714T183756.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_183756_W_5216B402.VIS.bin_02_01_  ;    2.029 ;  -0.0432 ;   0.0191 ;    71.28 ;  EUC_LE1_VIS-02629-1-W_20240714T183756.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_185542_W_5216B482.VIS.bin_01_01_  ;    2.054 ;  -0.0379 ;  -0.0196 ;   134.95 ;  EUC_LE1_VIS-02629-1-W_20240714T185542.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_185542_W_5216B482.VIS.bin_02_01_  ;    2.018 ;  -0.0300 ;  -0.0171 ;   100.28 ;  EUC_LE1_VIS-02629-1-W_20240714T185542.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_191328_W_5216B504.VIS.bin_01_01_  ;    1.987 ;  -0.0209 ;   0.0039 ;    21.38 ;  EUC_LE1_VIS-02629-1-W_20240714T191328.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_193114_W_5216B580.VIS.bin_01_01_  ;    1.993 ;  -0.0246 ;   0.0068 ;    21.95 ;  EUC_LE1_VIS-02629-1-W_20240714T193114.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_195147_W_5216B602.VIS.bin_01_01_  ;    1.992 ;  -0.0222 ;   0.0032 ;    22.04 ;  EUC_LE1_VIS-02630-1-W_20240714T195147.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_195147_W_5216B602.VIS.bin_02_01_  ;    1.977 ;  -0.0208 ;   0.0028 ;    15.66 ;  EUC_LE1_VIS-02630-1-W_20240714T195147.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_200933_W_5216B682.VIS.bin_01_01_  ;    1.972 ;  -0.0181 ;   0.0033 ;    17.29 ;  EUC_LE1_VIS-02630-1-W_20240714T200933.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_200933_W_5216B682.VIS.bin_02_01_  ;    1.984 ;  -0.0249 ;   0.0062 ;    15.94 ;  EUC_LE1_VIS-02630-1-W_20240714T200933.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_202719_W_5216B706.VIS.bin_01_01_  ;    1.985 ;  -0.0172 ;   0.0056 ;    28.30 ;  EUC_LE1_VIS-02630-1-W_20240714T202719.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_204505_W_5216B780.VIS.bin_01_01_  ;    1.986 ;  -0.0252 ;   0.0068 ;    17.41 ;  EUC_LE1_VIS-02630-1-W_20240714T204505.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_210535_W_5216B802.VIS.bin_01_01_  ;    1.970 ;  -0.0187 ;   0.0049 ;    16.11 ;  EUC_LE1_VIS-02631-1-W_20240714T210535.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_210535_W_5216B802.VIS.bin_02_01_  ;    1.961 ;  -0.0216 ;  -0.0037 ;    15.36 ;  EUC_LE1_VIS-02631-1-W_20240714T210535.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_212321_W_5216B882.VIS.bin_01_01_  ;    1.974 ;  -0.0219 ;   0.0037 ;    12.83 ;  EUC_LE1_VIS-02631-1-W_20240714T212321.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_212321_W_5216B882.VIS.bin_02_01_  ;    1.962 ;  -0.0221 ;   0.0014 ;     7.79 ;  EUC_LE1_VIS-02631-1-W_20240714T212321.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_214107_W_5216B904.VIS.bin_01_01_  ;    1.969 ;  -0.0189 ;   0.0064 ;    16.94 ;  EUC_LE1_VIS-02631-1-W_20240714T214107.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_215853_W_5216B988.VIS.bin_01_01_  ;    1.974 ;  -0.0175 ;   0.0057 ;    21.01 ;  EUC_LE1_VIS-02631-1-W_20240714T215853.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_221927_W_5216BA02.VIS.bin_01_01_  ;    1.980 ;  -0.0199 ;   0.0038 ;    18.91 ;  EUC_LE1_VIS-02632-1-W_20240714T221927.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_221927_W_5216BA02.VIS.bin_02_01_  ;    1.965 ;  -0.0179 ;   0.0020 ;    14.07 ;  EUC_LE1_VIS-02632-1-W_20240714T221927.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_223713_W_5216BA82.VIS.bin_01_01_  ;    1.983 ;  -0.0238 ;   0.0045 ;    15.16 ;  EUC_LE1_VIS-02632-1-W_20240714T223713.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_223713_W_5216BA82.VIS.bin_02_01_  ;    1.957 ;  -0.0173 ;   0.0013 ;    11.59 ;  EUC_LE1_VIS-02632-1-W_20240714T223713.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_225459_W_5216BB06.VIS.bin_01_01_  ;    1.990 ;  -0.0229 ;   0.0076 ;    24.10 ;  EUC_LE1_VIS-02632-1-W_20240714T225459.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_231245_W_5216BB80.VIS.bin_01_01_  ;    1.987 ;  -0.0217 ;   0.0035 ;    19.91 ;  EUC_LE1_VIS-02632-1-W_20240714T231245.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_233315_W_5216BC02.VIS.bin_01_01_  ;    1.971 ;  -0.0205 ;   0.0056 ;    14.64 ;  EUC_LE1_VIS-02633-1-W_20240714T233315.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_233315_W_5216BC02.VIS.bin_02_01_  ;    1.986 ;  -0.0278 ;  -0.0009 ;    13.97 ;  EUC_LE1_VIS-02633-1-W_20240714T233315.000000Z_02_01_01.00_EUCLIDSOC
C_20240714_235101_W_5216BC82.VIS.bin_01_01_  ;    1.989 ;  -0.0193 ;   0.0052 ;    26.41 ;  EUC_LE1_VIS-02633-1-W_20240714T235101.000000Z_01_01_01.00_EUCLIDSOC
C_20240714_235101_W_5216BC82.VIS.bin_02_01_  ;    1.960 ;  -0.0180 ;   0.0015 ;    11.81 ;  EUC_LE1_VIS-02633-1-W_20240714T235101.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_000847_W_5216BD04.VIS.bin_01_01_  ;    1.984 ;  -0.0192 ;   0.0074 ;    26.35 ;  EUC_LE1_VIS-02633-1-W_20240715T000847.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_002633_W_5216BD80.VIS.bin_01_01_  ;    1.976 ;  -0.0181 ;   0.0046 ;    20.10 ;  EUC_LE1_VIS-02633-1-W_20240715T002633.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_004704_W_5216BE02.VIS.bin_01_01_  ;    1.976 ;  -0.0218 ;   0.0065 ;    16.41 ;  EUC_LE1_VIS-02634-1-W_20240715T004704.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_004704_W_5216BE02.VIS.bin_02_01_  ;    1.973 ;  -0.0258 ;   0.0058 ;     9.81 ;  EUC_LE1_VIS-02634-1-W_20240715T004704.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_010450_W_5216BE82.VIS.bin_01_01_  ;    1.998 ;  -0.0266 ;   0.0084 ;    24.93 ;  EUC_LE1_VIS-02634-1-W_20240715T010450.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_010450_W_5216BE82.VIS.bin_02_01_  ;    1.963 ;  -0.0253 ;   0.0017 ;     5.30 ;  EUC_LE1_VIS-02634-1-W_20240715T010450.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_012236_W_5216BF06.VIS.bin_01_01_  ;    1.978 ;  -0.0209 ;   0.0050 ;    17.00 ;  EUC_LE1_VIS-02634-1-W_20240715T012236.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_014022_W_5216BF88.VIS.bin_01_01_  ;    1.987 ;  -0.0208 ;   0.0075 ;    25.56 ;  EUC_LE1_VIS-02634-1-W_20240715T014022.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_020054_W_5216C002.VIS.bin_01_01_  ;    1.987 ;  -0.0227 ;   0.0044 ;    18.77 ;  EUC_LE1_VIS-02635-1-W_20240715T020054.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_020054_W_5216C002.VIS.bin_02_01_  ;    1.948 ;  -0.0152 ;   0.0016 ;    10.66 ;  EUC_LE1_VIS-02635-1-W_20240715T020054.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_021840_W_5216C082.VIS.bin_01_01_  ;    1.984 ;  -0.0206 ;   0.0052 ;    20.98 ;  EUC_LE1_VIS-02635-1-W_20240715T021840.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_021840_W_5216C082.VIS.bin_02_01_  ;    1.937 ;  -0.0196 ;  -0.0031 ;     8.95 ;  EUC_LE1_VIS-02635-1-W_20240715T021840.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_023626_W_5216C104.VIS.bin_01_01_  ;    1.987 ;  -0.0202 ;   0.0063 ;    24.72 ;  EUC_LE1_VIS-02635-1-W_20240715T023626.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_025412_W_5216C180.VIS.bin_01_01_  ;    1.987 ;  -0.0200 ;   0.0059 ;    24.57 ;  EUC_LE1_VIS-02635-1-W_20240715T025412.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_031446_W_5216C202.VIS.bin_01_01_  ;    1.982 ;  -0.0212 ;   0.0070 ;    21.16 ;  EUC_LE1_VIS-02636-1-W_20240715T031446.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_031446_W_5216C202.VIS.bin_02_01_  ;    1.971 ;  -0.0234 ;   0.0042 ;     9.98 ;  EUC_LE1_VIS-02636-1-W_20240715T031446.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_033232_W_5216C282.VIS.bin_01_01_  ;    1.988 ;  -0.0189 ;   0.0059 ;    27.26 ;  EUC_LE1_VIS-02636-1-W_20240715T033232.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_033232_W_5216C282.VIS.bin_02_01_  ;    1.947 ;  -0.0168 ;  -0.0031 ;    14.35 ;  EUC_LE1_VIS-02636-1-W_20240715T033232.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_035018_W_5216C306.VIS.bin_01_01_  ;    1.993 ;  -0.0249 ;   0.0069 ;    21.68 ;  EUC_LE1_VIS-02636-1-W_20240715T035018.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_040804_W_5216C388.VIS.bin_01_01_  ;    1.991 ;  -0.0208 ;   0.0078 ;    28.61 ;  EUC_LE1_VIS-02636-1-W_20240715T040804.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_042834_W_5216C402.VIS.bin_01_01_  ;    1.986 ;  -0.0221 ;   0.0034 ;    18.68 ;  EUC_LE1_VIS-02637-1-W_20240715T042834.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_042834_W_5216C402.VIS.bin_02_01_  ;    1.966 ;  -0.0201 ;   0.0026 ;    11.35 ;  EUC_LE1_VIS-02637-1-W_20240715T042834.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_044620_W_5216C482.VIS.bin_01_01_  ;    1.979 ;  -0.0250 ;   0.0073 ;    15.16 ;  EUC_LE1_VIS-02637-1-W_20240715T044620.000000Z_01_01_01.00_EUCLIDSOC
C_20240715_044620_W_5216C482.VIS.bin_02_01_  ;    1.951 ;  -0.0196 ;   0.0063 ;     8.60 ;  EUC_LE1_VIS-02637-1-W_20240715T044620.000000Z_02_01_01.00_EUCLIDSOC
C_20240715_050406_W_5216C504.VIS.bin_01_01_  ;    1.993 ;  -0.0261 ;   0.0051 ;    17.85 ;  EUC_LE1_VIS-02637-1-W_20240715T050406.000000Z_01_01_01.00_EUCLIDSOC
