image , R2 , e1 , e2 , score 
C_20240712_221541_W_52166C02.VIS.bin_01_01_  ,    1.990 ,  -0.0207 ,   0.0060 ,    25.34
C_20240712_221541_W_52166C02.VIS.bin_02_01_  ,    1.967 ,  -0.0232 ,  -0.0013 ,    11.26
C_20240712_223327_W_52166C82.VIS.bin_01_01_  ,    1.986 ,  -0.0222 ,   0.0022 ,    18.49
C_20240712_223327_W_52166C82.VIS.bin_02_01_  ,    1.969 ,  -0.0197 ,  -0.0005 ,    15.23
C_20240712_225113_W_52166D04.VIS.bin_01_01_  ,    1.983 ,  -0.0237 ,   0.0046 ,    15.35
C_20240712_230859_W_52166D80.VIS.bin_01_01_  ,    1.983 ,  -0.0230 ,   0.0048 ,    16.44
C_20240712_232929_W_52166E02.VIS.bin_01_01_  ,    1.985 ,  -0.0243 ,   0.0064 ,    17.46
C_20240712_232929_W_52166E02.VIS.bin_02_01_  ,    1.962 ,  -0.0205 ,   0.0034 ,     9.27
C_20240712_234715_W_52166E82.VIS.bin_01_01_  ,    1.961 ,  -0.0162 ,   0.0036 ,    14.81
C_20240712_234715_W_52166E82.VIS.bin_02_01_  ,    1.986 ,  -0.0213 ,  -0.0026 ,    25.20
C_20240713_000501_W_52166F06.VIS.bin_01_01_  ,    1.978 ,  -0.0209 ,   0.0082 ,    21.64
C_20240713_002247_W_52166F88.VIS.bin_01_01_  ,    3.826 ,  -0.0916 ,   0.1205 , 15606.13
C_20240713_004318_W_52167002.VIS.bin_01_01_  ,    1.997 ,  -0.0268 ,   0.0053 ,    19.32
C_20240713_004318_W_52167002.VIS.bin_02_01_  ,    1.964 ,  -0.0208 ,   0.0036 ,     9.78
C_20240713_010104_W_52167082.VIS.bin_01_01_  ,    1.975 ,  -0.0183 ,   0.0082 ,    24.15
C_20240713_010104_W_52167082.VIS.bin_02_01_  ,    1.968 ,  -0.0219 ,   0.0038 ,    10.21
C_20240713_011850_W_52167104.VIS.bin_01_01_  ,    1.977 ,  -0.0203 ,   0.0067 ,    19.36
C_20240713_013636_W_52167180.VIS.bin_01_01_  ,    1.983 ,  -0.0244 ,   0.0092 ,    21.65
C_20240713_015706_W_52167202.VIS.bin_01_01_  ,    1.966 ,  -0.0191 ,   0.0063 ,    15.08
C_20240713_015706_W_52167202.VIS.bin_02_01_  ,    1.969 ,  -0.0251 ,   0.0043 ,     7.65
C_20240713_021452_W_52167282.VIS.bin_01_01_  ,    1.987 ,  -0.0220 ,   0.0068 ,    22.43
C_20240713_021452_W_52167282.VIS.bin_02_01_  ,    1.955 ,  -0.0147 ,  -0.0011 ,    16.96
C_20240713_023238_W_52167306.VIS.bin_01_01_  ,    1.981 ,  -0.0200 ,   0.0064 ,    21.62
C_20240713_025024_W_52167388.VIS.bin_01_01_  ,    1.992 ,  -0.0277 ,   0.0066 ,    17.19
C_20240713_031054_W_52167402.VIS.bin_01_01_  ,    1.988 ,  -0.0201 ,   0.0042 ,    23.55
C_20240713_031054_W_52167402.VIS.bin_02_01_  ,    1.982 ,  -0.0232 ,   0.0025 ,    14.87
C_20240713_032840_W_52167482.VIS.bin_01_01_  ,    1.985 ,  -0.0215 ,   0.0078 ,    23.78
C_20240713_032840_W_52167482.VIS.bin_02_01_  ,    2.011 ,  -0.0337 ,  -0.0027 ,    23.55
C_20240713_034626_W_52167504.VIS.bin_01_01_  ,    1.976 ,  -0.0187 ,   0.0056 ,    19.97
C_20240713_040412_W_52167580.VIS.bin_01_01_  ,    1.980 ,  -0.0176 ,   0.0081 ,    28.14
C_20240713_042510_W_52167602.VIS.bin_01_01_  ,    1.974 ,  -0.0195 ,   0.0042 ,    16.46
C_20240713_042510_W_52167602.VIS.bin_02_01_  ,    1.973 ,  -0.0197 ,   0.0026 ,    15.24
C_20240713_044256_W_52167682.VIS.bin_01_01_  ,    1.981 ,  -0.0232 ,   0.0064 ,    16.87
C_20240713_044256_W_52167682.VIS.bin_02_01_  ,    2.001 ,  -0.0351 ,   0.0051 ,    13.46
C_20240713_050042_W_52167706.VIS.bin_01_01_  ,    1.985 ,  -0.0188 ,   0.0023 ,    23.66
C_20240713_051828_W_52167788.VIS.bin_01_01_  ,    1.980 ,  -0.0218 ,   0.0046 ,    16.42
C_20240713_053858_W_52167802.VIS.bin_01_01_  ,    1.979 ,  -0.0257 ,   0.0052 ,    11.66
C_20240713_053858_W_52167802.VIS.bin_02_01_  ,    1.957 ,  -0.0196 ,  -0.0006 ,    10.38
C_20240713_055644_W_52167882.VIS.bin_01_01_  ,    1.969 ,  -0.0180 ,   0.0067 ,    18.76
C_20240713_055644_W_52167882.VIS.bin_02_01_  ,    1.972 ,  -0.0209 ,   0.0038 ,    13.25
C_20240713_061430_W_52167904.VIS.bin_01_01_  ,    1.974 ,  -0.0193 ,   0.0054 ,    17.70
C_20240713_063216_W_52167980.VIS.bin_01_01_  ,    1.980 ,  -0.0241 ,   0.0051 ,    13.79
C_20240713_065314_W_52167A02.VIS.bin_01_01_  ,    1.986 ,  -0.0232 ,   0.0069 ,    20.21
C_20240713_065314_W_52167A02.VIS.bin_02_01_  ,    1.949 ,  -0.0195 ,   0.0003 ,     6.79
C_20240713_071100_W_52167A82.VIS.bin_01_01_  ,    1.984 ,  -0.0212 ,   0.0060 ,    20.87
C_20240713_071100_W_52167A82.VIS.bin_02_01_  ,    1.974 ,  -0.0291 ,  -0.0008 ,     8.43
C_20240713_072846_W_52167B06.VIS.bin_01_01_  ,    1.976 ,  -0.0208 ,   0.0063 ,    17.53
C_20240713_074632_W_52167B80.VIS.bin_01_01_  ,    1.995 ,  -0.0257 ,   0.0052 ,    19.58
C_20240713_080706_W_52167C02.VIS.bin_01_01_  ,    1.986 ,  -0.0242 ,   0.0083 ,    21.39
C_20240713_080706_W_52167C02.VIS.bin_02_01_  ,    1.963 ,  -0.0235 ,   0.0030 ,     6.51
C_20240713_082452_W_52167C82.VIS.bin_01_01_  ,    1.982 ,  -0.0243 ,   0.0064 ,    15.97
C_20240713_082452_W_52167C82.VIS.bin_02_01_  ,    1.971 ,  -0.0250 ,   0.0038 ,     8.22
C_20240713_084238_W_52167D04.VIS.bin_01_01_  ,    1.976 ,  -0.0164 ,   0.0067 ,    25.51
C_20240713_090024_W_52167D88.VIS.bin_01_01_  ,    1.985 ,  -0.0241 ,   0.0068 ,    18.30
C_20240713_092055_W_52167E02.VIS.bin_01_01_  ,    1.979 ,  -0.0198 ,   0.0077 ,    22.92
C_20240713_092055_W_52167E02.VIS.bin_02_01_  ,    1.962 ,  -0.0215 ,   0.0055 ,     9.51
C_20240713_093841_W_52167E82.VIS.bin_01_01_  ,    1.992 ,  -0.0242 ,   0.0060 ,    20.86
C_20240713_093841_W_52167E82.VIS.bin_02_01_  ,    1.948 ,  -0.0160 ,  -0.0007 ,    11.55
C_20240713_095627_W_52167F06.VIS.bin_01_01_  ,    1.996 ,  -0.0241 ,   0.0076 ,    25.82
C_20240713_103448_W_52168002.VIS.bin_01_01_  ,    1.973 ,  -0.0178 ,   0.0055 ,    19.71
C_20240713_103448_W_52168002.VIS.bin_02_01_  ,    1.949 ,  -0.0167 ,   0.0021 ,     8.89
C_20240713_105234_W_52168082.VIS.bin_01_01_  ,    1.985 ,  -0.0198 ,   0.0078 ,    26.63
C_20240713_105234_W_52168082.VIS.bin_02_01_  ,    1.934 ,  -0.0167 ,   0.0021 ,     4.31
C_20240713_111020_W_52168104.VIS.bin_01_01_  ,    1.979 ,  -0.0192 ,   0.0058 ,    21.05
C_20240713_112806_W_52168180.VIS.bin_01_01_  ,    1.965 ,  -0.0173 ,   0.0066 ,    17.70
C_20240713_114840_W_52168202.VIS.bin_01_01_  ,    1.983 ,  -0.0207 ,   0.0085 ,    25.34
C_20240713_114840_W_52168202.VIS.bin_02_01_  ,    1.962 ,  -0.0209 ,  -0.0005 ,    10.69
C_20240713_120626_W_52168282.VIS.bin_01_01_  ,    1.973 ,  -0.0184 ,   0.0070 ,    20.69
C_20240713_120626_W_52168282.VIS.bin_02_01_  ,    1.953 ,  -0.0181 ,   0.0001 ,     9.87
C_20240713_122412_W_52168306.VIS.bin_01_01_  ,    1.978 ,  -0.0189 ,   0.0043 ,    19.68
C_20240713_124158_W_52168388.VIS.bin_01_01_  ,    1.974 ,  -0.0170 ,   0.0049 ,    21.13
C_20240713_130229_W_52168402.VIS.bin_01_01_  ,    1.979 ,  -0.0200 ,   0.0068 ,    21.07
C_20240713_130229_W_52168402.VIS.bin_02_01_  ,    1.958 ,  -0.0147 ,   0.0005 ,    16.58
C_20240713_132015_W_52168482.VIS.bin_01_01_  ,    1.982 ,  -0.0230 ,   0.0054 ,    16.46
C_20240713_132015_W_52168482.VIS.bin_02_01_  ,    1.957 ,  -0.0204 ,   0.0017 ,     7.62
C_20240713_133801_W_52168504.VIS.bin_01_01_  ,    1.977 ,  -0.0204 ,   0.0036 ,    16.40
C_20240713_135547_W_52168580.VIS.bin_01_01_  ,    1.978 ,  -0.0210 ,   0.0051 ,    16.94
C_20240713_141627_W_52168602.VIS.bin_01_01_  ,    1.980 ,  -0.0228 ,   0.0039 ,    14.64
C_20240713_143413_W_52168682.VIS.bin_01_01_  ,    1.980 ,  -0.0233 ,   0.0073 ,    17.64
C_20240713_145159_W_52168706.VIS.bin_01_01_  ,    1.976 ,  -0.0179 ,   0.0056 ,    21.34
C_20240713_150945_W_52168788.VIS.bin_01_01_  ,    1.980 ,  -0.0197 ,   0.0042 ,    19.43
C_20240713_153049_W_52168802.VIS.bin_01_01_  ,    1.990 ,  -0.0223 ,   0.0044 ,    21.13
C_20240713_153049_W_52168802.VIS.bin_02_01_  ,    1.979 ,  -0.0270 ,   0.0105 ,    20.62
C_20240713_154835_W_52168882.VIS.bin_01_01_  ,    1.992 ,  -0.0254 ,   0.0060 ,    19.18
C_20240713_154835_W_52168882.VIS.bin_02_01_  ,    1.972 ,  -0.0201 ,   0.0053 ,    15.38
C_20240713_160621_W_52168904.VIS.bin_01_01_  ,    1.991 ,  -0.0220 ,   0.0054 ,    23.05
C_20240713_162407_W_52168980.VIS.bin_01_01_  ,    1.981 ,  -0.0202 ,   0.0059 ,    20.65
C_20240713_164510_W_52168A02.VIS.bin_01_01_  ,    1.982 ,  -0.0249 ,   0.0051 ,    13.78
C_20240713_164510_W_52168A02.VIS.bin_02_01_  ,    1.959 ,  -0.0177 ,   0.0003 ,    12.62
C_20240713_170256_W_52168A82.VIS.bin_01_01_  ,    1.974 ,  -0.0208 ,   0.0069 ,    17.40
C_20240713_170256_W_52168A82.VIS.bin_02_01_  ,    1.970 ,  -0.0292 ,   0.0024 ,     4.92
C_20240713_172042_W_52168B06.VIS.bin_01_01_  ,    1.970 ,  -0.0209 ,   0.0044 ,    12.62
C_20240713_173828_W_52168B88.VIS.bin_01_01_  ,    1.984 ,  -0.0228 ,   0.0080 ,    21.65
C_20240713_175906_W_52168C02.VIS.bin_01_01_  ,    1.981 ,  -0.0198 ,   0.0053 ,    20.67
C_20240713_175906_W_52168C02.VIS.bin_02_01_  ,    1.963 ,  -0.0157 ,   0.0023 ,    16.52
C_20240713_181652_W_52168C82.VIS.bin_01_01_  ,    1.978 ,  -0.0208 ,   0.0057 ,    17.84
C_20240713_181652_W_52168C82.VIS.bin_02_01_  ,    1.988 ,  -0.0284 ,  -0.0058 ,    25.47
C_20240713_183438_W_52168D04.VIS.bin_01_01_  ,    1.969 ,  -0.0175 ,   0.0061 ,    18.74
C_20240713_185224_W_52168D80.VIS.bin_01_01_  ,    1.990 ,  -0.0197 ,   0.0047 ,    25.90
C_20240713_191302_W_52168E02.VIS.bin_01_01_  ,    1.972 ,  -0.0186 ,   0.0061 ,    18.54
C_20240713_191302_W_52168E02.VIS.bin_02_01_  ,    1.981 ,  -0.0201 ,   0.0026 ,    18.94
C_20240713_193048_W_52168E82.VIS.bin_01_01_  ,    1.970 ,  -0.0198 ,   0.0045 ,    14.19
C_20240713_193048_W_52168E82.VIS.bin_02_01_  ,    1.983 ,  -0.0285 ,   0.0031 ,     9.65
C_20240713_194834_W_52168F06.VIS.bin_01_01_  ,    1.973 ,  -0.0221 ,   0.0048 ,    12.74
C_20240713_200620_W_52168F80.VIS.bin_01_01_  ,    1.980 ,  -0.0180 ,   0.0071 ,    25.57
C_20240713_202658_W_52169002.VIS.bin_01_01_  ,    1.988 ,  -0.0199 ,   0.0066 ,    26.31
C_20240713_202658_W_52169002.VIS.bin_02_01_  ,    1.966 ,  -0.0250 ,   0.0057 ,     7.91
C_20240713_204444_W_52169082.VIS.bin_01_01_  ,    1.975 ,  -0.0214 ,   0.0049 ,    14.68
C_20240713_204444_W_52169082.VIS.bin_02_01_  ,    1.977 ,  -0.0307 ,   0.0059 ,     8.08
C_20240713_210230_W_52169104.VIS.bin_01_01_  ,    1.973 ,  -0.0192 ,   0.0058 ,    17.76
C_20240713_214120_W_52169202.VIS.bin_01_01_  ,    1.976 ,  -0.0179 ,   0.0042 ,    20.20
C_20240713_214120_W_52169202.VIS.bin_02_01_  ,    1.973 ,  -0.0254 ,  -0.0004 ,    10.24
C_20240713_215906_W_52169282.VIS.bin_01_01_  ,    1.984 ,  -0.0202 ,   0.0070 ,    23.93
C_20240713_215906_W_52169282.VIS.bin_02_01_  ,    1.960 ,  -0.0188 ,  -0.0020 ,    14.66
C_20240713_225516_W_52169402.VIS.bin_01_01_  ,    1.982 ,  -0.0208 ,   0.0047 ,    19.09
C_20240713_225516_W_52169402.VIS.bin_02_01_  ,    1.972 ,  -0.0222 ,   0.0013 ,    11.75
C_20240713_231302_W_52169482.VIS.bin_01_01_  ,    1.994 ,  -0.0216 ,   0.0062 ,    26.55
C_20240713_231302_W_52169482.VIS.bin_02_01_  ,    1.980 ,  -0.0262 ,  -0.0019 ,    14.48
C_20240713_233048_W_52169504.VIS.bin_01_01_  ,    1.979 ,  -0.0181 ,   0.0078 ,    26.02
C_20240713_234834_W_52169580.VIS.bin_01_01_  ,    7.450 ,  -0.0661 ,  -0.5701 , 189072.13
C_20240714_000912_W_52169602.VIS.bin_01_01_  ,    1.979 ,  -0.0199 ,   0.0068 ,    21.23
C_20240714_000912_W_52169602.VIS.bin_02_01_  ,    1.970 ,  -0.0195 ,  -0.0021 ,    18.41
C_20240714_002658_W_52169682.VIS.bin_01_01_  ,    1.969 ,  -0.0178 ,   0.0048 ,    16.93
C_20240714_002658_W_52169682.VIS.bin_02_01_  ,    1.983 ,  -0.0265 ,   0.0024 ,    11.47
C_20240714_004444_W_52169706.VIS.bin_01_01_  ,    1.969 ,  -0.0202 ,   0.0079 ,    17.58
C_20240714_010230_W_52169788.VIS.bin_01_01_  ,    1.967 ,  -0.0182 ,   0.0044 ,    15.01
C_20240714_012308_W_52169802.VIS.bin_01_01_  ,    1.975 ,  -0.0241 ,   0.0037 ,    10.67
C_20240714_012308_W_52169802.VIS.bin_02_01_  ,    1.988 ,  -0.0303 ,   0.0088 ,    17.13
C_20240714_014054_W_52169882.VIS.bin_01_01_  ,    1.971 ,  -0.0211 ,   0.0034 ,    12.38
C_20240714_014054_W_52169882.VIS.bin_02_01_  ,    1.980 ,  -0.0369 ,   0.0099 ,    15.65
C_20240714_015840_W_52169904.VIS.bin_01_01_  ,    1.987 ,  -0.0207 ,   0.0029 ,    21.47
C_20240714_021626_W_52169980.VIS.bin_01_01_  ,    1.975 ,  -0.0199 ,   0.0077 ,    20.59
C_20240714_023705_W_52169A02.VIS.bin_01_01_  ,    2.001 ,  -0.0260 ,   0.0092 ,    29.37
C_20240714_023705_W_52169A02.VIS.bin_02_01_  ,    1.977 ,  -0.0212 ,  -0.0009 ,    17.56
C_20240714_025451_W_52169A82.VIS.bin_01_01_  ,    1.987 ,  -0.0221 ,   0.0050 ,    20.13
C_20240714_025451_W_52169A82.VIS.bin_02_01_  ,    1.986 ,  -0.0192 ,  -0.0049 ,    34.45
C_20240714_031237_W_52169B06.VIS.bin_01_01_  ,    1.976 ,  -0.0184 ,   0.0058 ,    20.70
C_20240714_033023_W_52169B88.VIS.bin_01_01_  ,    1.984 ,  -0.0200 ,   0.0069 ,    24.11
C_20240714_035104_W_52169C02.VIS.bin_01_01_  ,    1.970 ,  -0.0201 ,   0.0050 ,    14.14
C_20240714_035104_W_52169C02.VIS.bin_02_01_  ,    1.965 ,  -0.0219 ,   0.0019 ,     8.92
C_20240714_040850_W_52169C82.VIS.bin_01_01_  ,    1.980 ,  -0.0208 ,   0.0047 ,    17.99
C_20240714_040850_W_52169C82.VIS.bin_02_01_  ,    1.992 ,  -0.0312 ,   0.0019 ,    11.33
C_20240714_042636_W_52169D04.VIS.bin_01_01_  ,    1.979 ,  -0.0201 ,   0.0061 ,    19.93
C_20240714_044422_W_52169D80.VIS.bin_01_01_  ,    1.972 ,  -0.0182 ,   0.0053 ,    18.30
C_20240714_050500_W_52169E02.VIS.bin_01_01_  ,    1.975 ,  -0.0197 ,   0.0065 ,    18.93
C_20240714_050500_W_52169E02.VIS.bin_02_01_  ,    1.967 ,  -0.0240 ,   0.0037 ,     7.62
C_20240714_052246_W_52169E82.VIS.bin_02_01_  ,    5.265 ,   0.0306 ,   0.0876 , 54206.20
C_20240714_054032_W_52169F06.VIS.bin_01_01_  ,    1.983 ,  -0.0227 ,   0.0045 ,    16.65
C_20240714_055818_W_52169F88.VIS.bin_01_01_  ,    1.993 ,  -0.0234 ,   0.0043 ,    21.12
C_20240714_061856_W_5216A002.VIS.bin_01_01_  ,    1.979 ,  -0.0220 ,   0.0041 ,    15.32
C_20240714_061856_W_5216A002.VIS.bin_02_01_  ,    1.975 ,  -0.0280 ,   0.0039 ,     7.32
C_20240714_063642_W_5216A082.VIS.bin_01_01_  ,    1.991 ,  -0.0216 ,   0.0052 ,    23.53
C_20240714_063642_W_5216A082.VIS.bin_02_01_  ,    1.972 ,  -0.0188 ,   0.0038 ,    16.32
C_20240714_065428_W_5216A104.VIS.bin_01_01_  ,    1.986 ,  -0.0222 ,   0.0061 ,    20.57
C_20240714_071214_W_5216A180.VIS.bin_01_01_  ,    2.023 ,  -0.0346 ,  -0.0053 ,    35.96
C_20240714_073254_W_5216A202.VIS.bin_01_01_  ,    1.988 ,  -0.0234 ,   0.0041 ,    18.12
C_20240714_073254_W_5216A202.VIS.bin_02_01_  ,    1.963 ,  -0.0206 ,   0.0025 ,     9.48
C_20240714_075040_W_5216A282.VIS.bin_01_01_  ,    1.984 ,  -0.0208 ,   0.0038 ,    19.73
C_20240714_075040_W_5216A282.VIS.bin_02_01_  ,    1.966 ,  -0.0185 ,   0.0017 ,    13.76
C_20240714_080826_W_5216A306.VIS.bin_01_01_  ,    1.997 ,  -0.0217 ,   0.0043 ,    26.56
C_20240714_082612_W_5216A380.VIS.bin_01_01_  ,    1.983 ,  -0.0195 ,   0.0058 ,    22.89
C_20240714_084650_W_5216A402.VIS.bin_01_01_  ,    1.990 ,  -0.0194 ,   0.0063 ,    28.13
C_20240714_084650_W_5216A402.VIS.bin_02_01_  ,    1.962 ,  -0.0164 ,   0.0034 ,    14.92
C_20240714_090436_W_5216A482.VIS.bin_01_01_  ,    1.984 ,  -0.0233 ,   0.0055 ,    17.19
C_20240714_090436_W_5216A482.VIS.bin_02_01_  ,    1.979 ,  -0.0173 ,   0.0080 ,    27.89
C_20240714_092222_W_5216A504.VIS.bin_01_01_  ,    1.987 ,  -0.0188 ,   0.0043 ,    25.38
C_20240714_094008_W_5216A588.VIS.bin_01_01_  ,    1.980 ,  -0.0199 ,   0.0074 ,    22.78
C_20240714_100049_W_5216A602.VIS.bin_02_01_  ,    1.969 ,  -0.0183 ,   0.0085 ,    21.57
C_20240714_101835_W_5216A682.VIS.bin_01_01_  ,    1.954 ,  -0.0154 ,   0.0044 ,    13.17
C_20240714_101835_W_5216A682.VIS.bin_02_01_  ,    1.953 ,  -0.0169 ,  -0.0025 ,    15.23
C_20240714_103621_W_5216A706.VIS.bin_01_01_  ,    1.971 ,  -0.0204 ,   0.0075 ,    17.50
C_20240714_105407_W_5216A780.VIS.bin_01_01_  ,    1.976 ,  -0.0193 ,   0.0042 ,    17.85
C_20240714_111445_W_5216A802.VIS.bin_01_01_  ,    1.988 ,  -0.0213 ,   0.0055 ,    22.49
C_20240714_111445_W_5216A802.VIS.bin_02_01_  ,    1.951 ,  -0.0204 ,  -0.0015 ,     8.80
C_20240714_113231_W_5216A882.VIS.bin_01_01_  ,    1.979 ,  -0.0202 ,   0.0054 ,    18.98
C_20240714_113231_W_5216A882.VIS.bin_02_01_  ,    1.965 ,  -0.0202 ,   0.0017 ,    10.99
C_20240714_115017_W_5216A904.VIS.bin_01_01_  ,    1.977 ,  -0.0185 ,   0.0092 ,    27.18
C_20240714_120803_W_5216A980.VIS.bin_01_01_  ,    1.981 ,  -0.0173 ,   0.0080 ,    29.14
C_20240714_122841_W_5216AA02.VIS.bin_01_01_  ,    1.986 ,  -0.0214 ,   0.0065 ,    22.36
C_20240714_122841_W_5216AA02.VIS.bin_02_01_  ,    2.000 ,  -0.0261 ,  -0.0006 ,    22.86
C_20240714_124627_W_5216AA82.VIS.bin_01_01_  ,    1.982 ,  -0.0152 ,   0.0049 ,    29.81
C_20240714_124627_W_5216AA82.VIS.bin_02_01_  ,    1.990 ,  -0.0272 ,   0.0013 ,    14.34
C_20240714_130413_W_5216AB06.VIS.bin_01_01_  ,    1.980 ,  -0.0192 ,   0.0059 ,    21.75
C_20240714_132159_W_5216AB88.VIS.bin_01_01_  ,    1.985 ,  -0.0199 ,   0.0073 ,    25.55
C_20240714_134239_W_5216AC02.VIS.bin_01_01_  ,    1.983 ,  -0.0255 ,   0.0075 ,    16.78
C_20240714_134239_W_5216AC02.VIS.bin_02_01_  ,    1.961 ,  -0.0219 ,  -0.0020 ,    11.50
C_20240714_140025_W_5216AC82.VIS.bin_01_01_  ,    1.981 ,  -0.0223 ,   0.0089 ,    22.71
C_20240714_140025_W_5216AC82.VIS.bin_02_01_  ,    2.005 ,  -0.0426 ,   0.0020 ,    12.53
C_20240714_141811_W_5216AD04.VIS.bin_01_01_  ,    1.984 ,  -0.0233 ,   0.0058 ,    17.51
C_20240714_143557_W_5216AD80.VIS.bin_01_01_  ,    1.958 ,  -0.0179 ,   0.0080 ,    16.01
C_20240714_145629_W_5216AE02.VIS.bin_01_01_  ,    1.979 ,  -0.0168 ,   0.0046 ,    24.30
C_20240714_145629_W_5216AE02.VIS.bin_02_01_  ,    1.985 ,  -0.0221 ,   0.0059 ,    19.91
C_20240714_151415_W_5216AE82.VIS.bin_01_01_  ,    1.985 ,  -0.0193 ,   0.0056 ,    24.25
C_20240714_151415_W_5216AE82.VIS.bin_02_01_  ,    1.968 ,  -0.0216 ,   0.0044 ,    10.87
C_20240714_153201_W_5216AF06.VIS.bin_01_01_  ,    1.986 ,  -0.0206 ,   0.0111 ,    34.16
C_20240714_154947_W_5216AF88.VIS.bin_01_01_  ,    1.992 ,  -0.0297 ,   0.0076 ,    16.85
C_20240714_161019_W_5216B002.VIS.bin_01_01_  ,    1.990 ,  -0.0224 ,   0.0073 ,    24.36
C_20240714_161019_W_5216B002.VIS.bin_02_01_  ,    1.957 ,  -0.0161 ,   0.0021 ,    13.02
C_20240714_162805_W_5216B082.VIS.bin_01_01_  ,    1.991 ,  -0.0194 ,   0.0074 ,    30.50
C_20240714_162805_W_5216B082.VIS.bin_02_01_  ,    1.966 ,  -0.0233 ,   0.0024 ,     7.76
C_20240714_164551_W_5216B104.VIS.bin_01_01_  ,    1.990 ,  -0.0160 ,   0.0079 ,    37.89
C_20240714_170337_W_5216B180.VIS.bin_01_01_  ,    1.986 ,  -0.0251 ,   0.0030 ,    14.44
C_20240714_172408_W_5216B202.VIS.bin_01_01_  ,    1.990 ,  -0.0222 ,   0.0050 ,    21.74
C_20240714_172408_W_5216B202.VIS.bin_02_01_  ,    1.956 ,  -0.0198 ,   0.0044 ,     8.23
C_20240714_174154_W_5216B282.VIS.bin_01_01_  ,    1.980 ,  -0.0211 ,   0.0085 ,    23.04
C_20240714_174154_W_5216B282.VIS.bin_02_01_  ,    1.963 ,  -0.0233 ,   0.0017 ,     6.88
C_20240714_175940_W_5216B306.VIS.bin_01_01_  ,    1.983 ,  -0.0191 ,   0.0064 ,    24.35
C_20240714_181726_W_5216B388.VIS.bin_01_01_  ,    1.983 ,  -0.0217 ,   0.0075 ,    21.79
C_20240714_183756_W_5216B402.VIS.bin_01_01_  ,    1.985 ,  -0.0204 ,   0.0041 ,    21.12
C_20240714_183756_W_5216B402.VIS.bin_02_01_  ,    2.029 ,  -0.0432 ,   0.0191 ,    71.28
C_20240714_185542_W_5216B482.VIS.bin_01_01_  ,    2.054 ,  -0.0379 ,  -0.0196 ,   134.95
C_20240714_185542_W_5216B482.VIS.bin_02_01_  ,    2.018 ,  -0.0300 ,  -0.0171 ,   100.28
C_20240714_191328_W_5216B504.VIS.bin_01_01_  ,    1.987 ,  -0.0209 ,   0.0039 ,    21.38
C_20240714_193114_W_5216B580.VIS.bin_01_01_  ,    1.993 ,  -0.0246 ,   0.0068 ,    21.95
C_20240714_195147_W_5216B602.VIS.bin_01_01_  ,    1.992 ,  -0.0222 ,   0.0032 ,    22.04
C_20240714_195147_W_5216B602.VIS.bin_02_01_  ,    1.977 ,  -0.0208 ,   0.0028 ,    15.66
C_20240714_200933_W_5216B682.VIS.bin_01_01_  ,    1.972 ,  -0.0181 ,   0.0033 ,    17.29
C_20240714_200933_W_5216B682.VIS.bin_02_01_  ,    1.984 ,  -0.0249 ,   0.0062 ,    15.94
C_20240714_202719_W_5216B706.VIS.bin_01_01_  ,    1.985 ,  -0.0172 ,   0.0056 ,    28.30
C_20240714_204505_W_5216B780.VIS.bin_01_01_  ,    1.986 ,  -0.0252 ,   0.0068 ,    17.41
C_20240714_210535_W_5216B802.VIS.bin_01_01_  ,    1.970 ,  -0.0187 ,   0.0049 ,    16.11
C_20240714_210535_W_5216B802.VIS.bin_02_01_  ,    1.961 ,  -0.0216 ,  -0.0037 ,    15.36
C_20240714_212321_W_5216B882.VIS.bin_01_01_  ,    1.974 ,  -0.0219 ,   0.0037 ,    12.83
C_20240714_212321_W_5216B882.VIS.bin_02_01_  ,    1.962 ,  -0.0221 ,   0.0014 ,     7.79
C_20240714_214107_W_5216B904.VIS.bin_01_01_  ,    1.969 ,  -0.0189 ,   0.0064 ,    16.94
C_20240714_215853_W_5216B988.VIS.bin_01_01_  ,    1.974 ,  -0.0175 ,   0.0057 ,    21.01
C_20240714_221927_W_5216BA02.VIS.bin_01_01_  ,    1.980 ,  -0.0199 ,   0.0038 ,    18.91
C_20240714_221927_W_5216BA02.VIS.bin_02_01_  ,    1.965 ,  -0.0179 ,   0.0020 ,    14.07
C_20240714_223713_W_5216BA82.VIS.bin_01_01_  ,    1.983 ,  -0.0238 ,   0.0045 ,    15.16
C_20240714_223713_W_5216BA82.VIS.bin_02_01_  ,    1.957 ,  -0.0173 ,   0.0013 ,    11.59
C_20240714_225459_W_5216BB06.VIS.bin_01_01_  ,    1.990 ,  -0.0229 ,   0.0076 ,    24.10
C_20240714_231245_W_5216BB80.VIS.bin_01_01_  ,    1.987 ,  -0.0217 ,   0.0035 ,    19.91
C_20240714_233315_W_5216BC02.VIS.bin_01_01_  ,    1.971 ,  -0.0205 ,   0.0056 ,    14.64
C_20240714_233315_W_5216BC02.VIS.bin_02_01_  ,    1.986 ,  -0.0278 ,  -0.0009 ,    13.97
C_20240714_235101_W_5216BC82.VIS.bin_01_01_  ,    1.989 ,  -0.0193 ,   0.0052 ,    26.41
C_20240714_235101_W_5216BC82.VIS.bin_02_01_  ,    1.960 ,  -0.0180 ,   0.0015 ,    11.81
C_20240715_000847_W_5216BD04.VIS.bin_01_01_  ,    1.984 ,  -0.0192 ,   0.0074 ,    26.35
